"car_brand","car_model","car_price","car_fuel","car_transmission","car_mileage","car_age"
"Audi","A3",20388,"gasoline","automatic",24589,9
"Audi","Q3",29400,"diesel","automatic",63000,7
"Audi","A4",18000,"diesel","automatic",52000,12
"Audi","A4",16500,"diesel","automatic",76000,12
"Audi","A3",19140,"diesel","automatic",57800,9
"Audi","Q7",23400,"diesel","automatic",129000,12
"Audi","A6",18600,"diesel","automatic",85000,13
"Audi","Q3",13200,"diesel","automatic",103142,11
"Audi","Q3",26400,"diesel","automatic",69000,9
"Audi","A3",30000,"diesel","automatic",12100,5
"Audi","Q5",24000,"diesel","automatic",93000,11
"Audi","Q7",23400,"diesel","automatic",130000,12
"Audi","A3",28812,"diesel","automatic",45000,5
"Audi","A4",40800,"gasoline","automatic",17000,6
"Audi","Q3",26400,"diesel","automatic",54000,9
"Audi","Q3",17100,"diesel","automatic",104000,11
"Audi","Q3",36600,"diesel","automatic",20500,6
"Audi","A6",27300,"diesel","automatic",100000,9
"Audi","S4",31200,"gasoline","automatic",65000,11
"Audi","A4",28800,"diesel","automatic",30000,8
"Audi","A4",19800,"diesel","automatic",52100,10
"Audi","A6",31800,"diesel","automatic",67000,9
"Audi","A6",26400,"diesel","automatic",49000,10
"Audi","Q3",30000,"diesel","automatic",100000,7
"Audi","A4",23400,"diesel","automatic",84000,9
"Audi","A4",17820,"gasoline","automatic",80000,11
"Audi","A6",39600,"diesel","automatic",16000,8
"Audi","A4",18000,"diesel","automatic",38000,13
"Audi","Q3",35880,"diesel","automatic",23000,5
"Audi","A4",18000,"diesel","automatic",55500,11
"Audi","A8",66000,"diesel","automatic",25000,9
"Audi","A6",36000,"diesel","automatic",35000,8
"Audi","A4",16200,"diesel","automatic",64705,12
"Audi","A4",14400,"gasoline","automatic",70000,14
"Audi","A6",38400,"diesel","automatic",54945,8
"Audi","A4",21120,"diesel","automatic",53700,7
"Audi","A4",7800,"diesel","automatic",100000,16
"Audi","Q5",54000,"diesel","automatic",66000,8
"Audi","A4",50400,"diesel","automatic",10950,5
"Audi","A3",19800,"diesel","automatic",67772,9
"Audi","A3",40800,"diesel","automatic",24000,5
"Audi","Q5",33600,"diesel","automatic",49000,10
"Audi","A4",12000,"gasoline","automatic",95000,13
"Audi","A4",22200,"diesel","automatic",65000,10
"Audi","TT",25200,"gasoline","automatic",65000,16
"Audi","A3",21600,"diesel","automatic",28000,9
"Audi","Q5",38400,"diesel","automatic",30000,9
"Audi","A4",15900,"diesel","automatic",130000,13
"Audi","A6",19800,"diesel","automatic",88402,13
"Audi","A4",17940,"diesel","automatic",58000,11
"Audi","A5",51600,"diesel","automatic",21000,6
"Audi","A6",27000,"diesel","automatic",83000,11
"Audi","Q3",19740,"diesel","automatic",84000,10
"Audi","A5",51600,"diesel","automatic",14800,7
"Audi","A6",21000,"diesel","automatic",77000,12
"Audi","A4",37200,"gasoline","automatic",40000,7
"Audi","Q3",25800,"diesel","automatic",68000,9
"Audi","A3",19140,"diesel","automatic",26500,9
"Audi","Q3",28500,"diesel","automatic",30000,8
"Audi","A6",21000,"diesel","automatic",51000,11
"Audi","Q3",18600,"diesel","automatic",60000,11
"Audi","Q7",34800,"diesel","automatic",70000,9
"Audi","Q3",12600,"diesel","automatic",177000,11
"Audi","Q3",26400,"diesel","automatic",90000,9
"Audi","A3",32160,"diesel","automatic",11000,5
"Audi","A8",34800,"diesel","automatic",131473,11
"Audi","Q5",16800,"gasoline","automatic",41000,14
"Audi","A4",25200,"diesel","automatic",15000,10
"Audi","A4",15000,"diesel","automatic",60000,14
"Audi","Q3",37200,"diesel","automatic",20000,6
"Audi","A4",22800,"diesel","automatic",88720,10
"Audi","Q5",16788,"diesel","automatic",69000,13
"Audi","Q3",22200,"diesel","automatic",26800,9
"Audi","Q3",29340,"diesel","manual",20000,7
"Audi","A4",11100,"diesel","automatic",69000,13
"Audi","A4",13200,"diesel","automatic",74000,14
"Audi","A6",17388,"diesel","automatic",59654,11
"Audi","Q3",15600,"diesel","automatic",70000,11
"Audi","Q5",22188,"gasoline","automatic",62345,10
"Audi","Q5",28980,"diesel","automatic",35000,10
"Audi","A4",21360,"diesel","automatic",32000,10
"Audi","Q5",21000,"diesel","automatic",45000,11
"Audi","Q3",19320,"diesel","automatic",35000,11
"Audi","A3",17940,"diesel","automatic",22800,9
"Audi","Q3",16200,"diesel","automatic",53000,11
"Audi","A3",34500,"diesel","automatic",16000,4
"Audi","Q5",15000,"diesel","automatic",80000,12
"Audi","A4",16200,"diesel","automatic",43000,11
"Audi","Q7",81600,"diesel","automatic",4000,4
"Audi","A4",17400,"diesel","automatic",50000,10
"Audi","Q3",29988,"diesel","manual",42000,6
"Audi","A4",14100,"diesel","automatic",48000,11
"Audi","A6",33600,"diesel","automatic",20010,8
"Audi","A4",33600,"diesel","automatic",45500,7
"Audi","Q3",29988,"diesel","manual",46000,6
"Audi","A6",16500,"diesel","automatic",36000,12
"Audi","Q7",56400,"diesel","automatic",71000,7
"Audi","A4",21600,"diesel","automatic",30000,9
"Audi","A6",20700,"diesel","automatic",50500,10
"Audi","A4",17400,"diesel","automatic",85000,10
"Audi","Q5",27000,"diesel","automatic",66000,9
"Audi","S5",69300,"gasoline","automatic",12500,6
"Audi","A4",16188,"diesel","automatic",33000,11
"Audi","Q3",18000,"diesel","automatic",40000,9
"Audi","A4",14520,"diesel","automatic",79000,11
"Audi","A6",15900,"diesel","automatic",43000,12
"Audi","Q3",29988,"diesel","automatic",46500,6
"Audi","A5",44160,"diesel","automatic",36000,7
"Audi","Q3",17088,"diesel","automatic",66000,11
"Audi","A4",22200,"diesel","automatic",51000,8
"Audi","A4",15012,"diesel","automatic",43000,11
"Audi","A6",13200,"diesel","automatic",34000,13
"Audi","Q3",23880,"diesel","automatic",32000,9
"Audi","Q3",17880,"diesel","automatic",56000,10
"Audi","Q7",24132,"diesel","automatic",48000,11
"Audi","Q5",27000,"diesel","automatic",66000,9
"Audi","A6",22620,"diesel","automatic",57000,10
"Audi","A3",18600,"diesel","automatic",22000,10
"Audi","Q3",27300,"diesel","automatic",65000,7
"Audi","A4",15300,"diesel","automatic",60000,10
"Audi","Q7",37500,"diesel","automatic",52476,8
"Audi","A8",53400,"diesel","automatic",55000,9
"Audi","A4",16200,"diesel","automatic",75000,11
"Audi","A6",15900,"diesel","automatic",44000,12
"Audi","A5",55200,"diesel","automatic",31000,6
"Audi","Q3",23520,"diesel","automatic",48000,9
"Audi","Q5",18540,"diesel","automatic",55000,11
"Audi","A4",22200,"diesel","automatic",51000,8
"Audi","Q5",30000,"diesel","automatic",25000,11
"Audi","Q5",13440,"diesel","automatic",65000,12
"Audi","Q5",19080,"diesel","automatic",75000,11
"Audi","Q3",23700,"diesel","automatic",40000,8
"Audi","A6",42720,"diesel","automatic",8253,6
"Audi","A3",21600,"diesel","automatic",50000,9
"Audi","A4",22200,"diesel","automatic",40000,8
"Audi","A6",16080,"gasoline","automatic",55000,13
"Audi","Q5",18600,"diesel","automatic",70000,11
"Audi","Q3",28800,"diesel","automatic",21000,6
"Audi","A4",14100,"diesel","automatic",38000,12
"Audi","A4",15300,"diesel","automatic",60000,10
"Audi","Q3",16800,"diesel","automatic",67584,11
"Audi","A4",22680,"gasoline","automatic",29000,8
"Audi","Q7",79740,"diesel","automatic",14000,5
"Audi","Q7",25200,"diesel","automatic",55000,11
"Audi","Q3",30000,"gasoline","automatic",9800,6
"Audi","A6",32100,"diesel","automatic",58000,8
"Audi","A3",30900,"diesel","automatic",5500,7
"Audi","A4",18588,"diesel","automatic",62000,9
"Audi","A4",17400,"gasoline","automatic",48000,11
"Audi","A5",51240,"diesel","automatic",9000,7
"Audi","Q3",19080,"diesel","automatic",90000,10
"Audi","A4",13800,"diesel","automatic",100000,13
"Audi","A4",15300,"diesel","automatic",59000,10
"Audi","A6",35400,"gasoline","automatic",25000,8
"Audi","A4",12000,"diesel","automatic",81000,12
"Audi","A6",19800,"diesel","automatic",40000,10
"Audi","Q3",25800,"diesel","automatic",17000,8
"Audi","A4",15120,"diesel","automatic",42000,11
"Audi","Q5",18000,"diesel","automatic",59000,11
"Audi","A4",9000,"gasoline","automatic",82000,14
"Audi","A6",16560,"diesel","automatic",45500,12
"Audi","Q3",30900,"gasoline","automatic",18000,7
"Audi","A4",22200,"gasoline","automatic",55000,8
"Audi","Q3",21600,"diesel","automatic",80000,11
"Audi","A4",19800,"diesel","automatic",40000,12
"Audi","A6",18000,"diesel","automatic",60000,11
"Audi","A4",16200,"gasoline","automatic",68000,13
"Audi","R8",50400,"gasoline","automatic",28000,15
"Audi","A6",31200,"diesel","automatic",45000,8
"Audi","Q7",27000,"diesel","automatic",95000,10
"Audi","A4",21300,"diesel","automatic",28000,9
"Audi","Q3",23880,"diesel","automatic",71618,10
"Audi","Q3",18300,"diesel","automatic",95300,11
"Audi","Q3",37200,"diesel","automatic",13000,5
"Audi","A4",16200,"diesel","automatic",98300,10
"Audi","A6",25800,"diesel","automatic",76000,10
"Audi","A4",10680,"diesel","automatic",64690,13
"Audi","A4",18540,"diesel","automatic",64000,10
"Audi","A6",30600,"diesel","automatic",68000,9
"Audi","A6",19200,"diesel","automatic",70000,12
"Audi","A4",15588,"diesel","automatic",100581,12
"Audi","Q7",34800,"diesel","automatic",33000,11
"Audi","A6",19800,"diesel","automatic",56000,10
"Audi","A8",30000,"diesel","automatic",45000,12
"Audi","A4",22200,"diesel","automatic",49000,10
"Audi","A6",26400,"diesel","automatic",46821,9
"Audi","A4",12540,"diesel","automatic",60000,12
"Audi","A3",22200,"gasoline","automatic",50000,7
"Audi","A6",21012,"diesel","automatic",44000,10
"Audi","A6",37500,"diesel","automatic",35000,8
"Audi","Q3",14400,"diesel","automatic",120000,12
"Audi","A6",15000,"diesel","automatic",90000,12
"Audi","A4",13188,"diesel","automatic",70000,13
"Audi","A4",20700,"diesel","automatic",45000,11
"Audi","A6",13200,"diesel","automatic",110000,13
"Audi","A6",32100,"diesel","automatic",56227,9
"Audi","A5",50100,"diesel","automatic",25000,7
"Audi","Q3",22200,"diesel","automatic",50000,8
"Audi","A3",19800,"diesel","automatic",58000,9
"Audi","A4",16140,"diesel","automatic",68370,12
"Audi","Q3",29988,"diesel","manual",48000,7
"Audi","A4",9360,"diesel","automatic",100000,13
"Audi","Q3",17400,"diesel","automatic",58000,10
"Audi","A4",24660,"diesel","automatic",38000,7
"Audi","A4",16800,"gasoline","automatic",52000,11
"Audi","Q5",27000,"diesel","automatic",66000,9
"Audi","Q3",14988,"diesel","automatic",75000,12
"Audi","Q5",14940,"diesel","automatic",75000,13
"Audi","Q3",29400,"diesel","automatic",48000,7
"Audi","Q3",23412,"diesel","automatic",79500,10
"Audi","A4",16800,"diesel","automatic",80000,12
"Audi","Q7",76200,"diesel","automatic",54000,7
"Audi","A4",22680,"gasoline","automatic",30000,8
"Audi","Q3",32400,"diesel","automatic",44247,8
"Audi","A6",22200,"diesel","automatic",33000,12
"Audi","A4",15420,"diesel","automatic",38672,11
"Audi","Q3",15300,"diesel","automatic",147000,11
"Audi","S5",41700,"gasoline","automatic",22000,9
"Audi","A4",18600,"diesel","automatic",60000,11
"Audi","A6",21588,"diesel","automatic",52000,10
"Audi","A6",37800,"diesel","automatic",23000,7
"Audi","A6",19200,"diesel","automatic",68000,13
"Audi","A4",17700,"diesel","automatic",80000,12
"Audi","Q3",22620,"diesel","automatic",80792,11
"Audi","A4",15540,"diesel","automatic",85250,12
"Audi","A6",37500,"diesel","automatic",35000,8
"Audi","A8",26400,"gasoline","automatic",30000,14
"Audi","A6",16680,"diesel","automatic",45000,11
"Audi","A6",13200,"diesel","automatic",86000,14
"Audi","A4",37200,"diesel","automatic",28049,7
"Audi","A4",15180,"diesel","automatic",40000,12
"Audi","A6",21300,"diesel","automatic",68800,11
"Audi","A6",21000,"diesel","automatic",73000,10
"Audi","A3",18600,"diesel","automatic",70000,9
"Audi","Q3",37800,"gasoline","automatic",8332,7
"Audi","A4",13200,"diesel","automatic",80000,12
"Audi","Q3",19200,"diesel","automatic",70000,10
"Audi","A4",39000,"diesel","automatic",25829,7
"Audi","A6",55140,"gasoline","automatic",5333,6
"Audi","Q3",22200,"diesel","automatic",50000,8
"Audi","A6",21300,"diesel","automatic",33000,10
"Audi","A4",16200,"diesel","automatic",58000,11
"Audi","A6",36000,"gasoline","automatic",27000,8
"Audi","A4",14340,"diesel","automatic",40000,12
"Audi","A4",16200,"diesel","automatic",80000,10
"Audi","A4",15000,"diesel","automatic",79000,12
"BMW","5 Series",31200,"diesel","automatic",63000,8
"BMW","3 Series",25080,"diesel","automatic",68000,8
"BMW","Z4",99000,"gasoline","automatic",2000,4
"BMW","6 Series",66000,"gasoline","automatic",30000,6
"BMW","X5",94800,"diesel","automatic",19000,5
"BMW","3 Series",9000,"diesel","automatic",52420,13
"BMW","5 Series",33600,"diesel","automatic",52890,8
"BMW","X1",20100,"diesel","automatic",24000,10
"BMW","1 Series",13740,"diesel","automatic",54000,11
"BMW","X1",36132,"diesel","automatic",22450,5
"BMW","5 Series",16200,"diesel","automatic",65000,14
"BMW","3 Series",6900,"diesel","automatic",98955,13
"BMW","3 Series",19200,"diesel","automatic",23746,10
"BMW","3 Series",9900,"diesel","automatic",54000,12
"BMW","X1",32400,"diesel","automatic",30000,7
"BMW","7 Series",82800,"diesel","automatic",18000,7
"BMW","7 Series",19200,"diesel","automatic",78251,13
"BMW","5 Series",57000,"diesel","automatic",7000,6
"BMW","7 Series",9000,"gasoline","automatic",70000,16
"BMW","6 Series",53880,"diesel","automatic",25000,9
"BMW","X1",14400,"diesel","automatic",50000,12
"BMW","5 Series",11988,"diesel","automatic",85000,13
"BMW","3 Series",28200,"diesel","automatic",15000,7
"BMW","3 Series",21000,"diesel","automatic",70000,9
"BMW","X3",12180,"diesel","automatic",68000,13
"BMW","5 Series",52800,"diesel","automatic",22000,6
"BMW","X1",43800,"diesel","automatic",10000,5
"BMW","5 Series",22680,"diesel","automatic",41000,10
"BMW","X1",27000,"diesel","automatic",50000,8
"BMW","X1",12900,"diesel","automatic",42545,13
"BMW","X3",18000,"diesel","automatic",200000,12
"BMW","5 Series",20400,"diesel","automatic",50000,12
"BMW","3 Series",24540,"diesel","automatic",70400,10
"BMW","3 Series",27600,"diesel","automatic",44000,9
"BMW","6 Series",60000,"gasoline","automatic",17226,5
"BMW","X3",73200,"diesel","automatic",8620,5
"BMW","7 Series",76800,"diesel","automatic",37000,8
"BMW","3 Series",23400,"diesel","automatic",37000,9
"BMW","5 Series",16380,"diesel","automatic",68000,12
"BMW","6 Series",41988,"diesel","automatic",34000,11
"BMW","5 Series",33588,"diesel","automatic",41265,10
"BMW","5 Series",68400,"diesel","automatic",6000,5
"BMW","X1",34200,"diesel","automatic",14000,8
"BMW","5 Series",36000,"gasoline","automatic",30000,8
"BMW","3 Series",20220,"diesel","automatic",55000,10
"BMW","1 Series",16500,"diesel","automatic",39800,11
"BMW","5 Series",16788,"gasoline","automatic",21000,14
"BMW","3 Series",10200,"diesel","automatic",51000,13
"BMW","3 Series",21900,"diesel","automatic",65000,9
"BMW","3 Series",33600,"diesel","automatic",40000,9
"BMW","5 Series",21000,"diesel","automatic",35000,11
"BMW","X4",78000,"diesel","automatic",7099,5
"BMW","X1",11340,"diesel","automatic",180000,11
"BMW","5 Series",25332,"diesel","automatic",55121,9
"BMW","3 Series",27000,"diesel","automatic",43000,8
"BMW","5 Series",28740,"diesel","automatic",25500,11
"BMW","3 Series",21600,"diesel","automatic",22000,11
"BMW","5 Series",40200,"diesel","automatic",22000,7
"BMW","5 Series",39600,"diesel","automatic",21500,7
"BMW","5 Series",50400,"diesel","automatic",36000,6
"BMW","5 Series",14388,"diesel","automatic",60000,13
"BMW","X3",16680,"diesel","automatic",110000,11
"BMW","3 Series",11688,"diesel","automatic",96000,14
"BMW","X1",15360,"diesel","automatic",56000,11
"BMW","5 Series",18000,"diesel","automatic",55000,11
"BMW","5 Series",38400,"diesel","automatic",27000,8
"BMW","3 Series",20388,"diesel","automatic",25000,10
"BMW","3 Series",31800,"diesel","automatic",46000,8
"BMW","3 Series",19200,"diesel","automatic",74898,9
"BMW","X1",13200,"diesel","automatic",100000,12
"BMW","X1",15000,"diesel","automatic",67000,12
"BMW","3 Series",30600,"gasoline","automatic",57000,7
"BMW","5 Series",30900,"diesel","automatic",67000,9
"BMW","3 Series",16140,"diesel","automatic",61000,12
"BMW","X1",36000,"diesel","automatic",23000,6
"BMW","X1",13800,"diesel","automatic",116653,10
"BMW","7 Series",102000,"diesel","automatic",50000,6
"BMW","7 Series",30600,"diesel","automatic",39800,11
"BMW","X1",36000,"diesel","automatic",22000,6
"BMW","X3",33000,"diesel","automatic",66000,8
"BMW","5 Series",39600,"diesel","automatic",51000,7
"BMW","5 Series",15588,"diesel","automatic",33233,13
"BMW","5 Series",35700,"diesel","automatic",51000,8
"BMW","5 Series",30600,"diesel","automatic",68000,9
"BMW","7 Series",73200,"diesel","automatic",22000,8
"BMW","3 Series",11940,"diesel","automatic",63000,13
"BMW","X3",15600,"diesel","automatic",93000,13
"BMW","5 Series",16500,"diesel","automatic",45000,13
"BMW","X5",23700,"diesel","automatic",61000,16
"BMW","3 Series",20400,"diesel","automatic",50000,10
"BMW","3 Series",7800,"gasoline","automatic",114000,15
"BMW","6 Series",69000,"diesel","automatic",5945,4
"BMW","5 Series",31800,"diesel","automatic",67000,9
"BMW","3 Series",16260,"diesel","automatic",42000,11
"BMW","7 Series",79200,"diesel","automatic",26000,7
"BMW","5 Series",47340,"diesel","automatic",31000,7
"BMW","3 Series",9900,"diesel","automatic",97547,14
"BMW","5 Series",12000,"gasoline","automatic",65000,14
"BMW","7 Series",41940,"diesel","automatic",33000,10
"BMW","M Series",83988,"gasoline","automatic",8000,7
"BMW","5 Series",55800,"diesel","automatic",43000,6
"BMW","5 Series",34200,"diesel","automatic",46000,7
"BMW","X1",16200,"diesel","automatic",102007,11
"BMW","5 Series",15000,"diesel","automatic",70000,13
"BMW","7 Series",64620,"diesel","automatic",56000,8
"BMW","5 Series",15000,"diesel","automatic",67512,13
"BMW","X3",40800,"diesel","automatic",35000,8
"BMW","5 Series",18600,"diesel","automatic",48000,11
"BMW","3 Series",27000,"diesel","automatic",38000,9
"BMW","3 Series",12600,"diesel","automatic",76728,12
"BMW","X6",70800,"diesel","automatic",26700,8
"BMW","6 Series",49200,"diesel","automatic",30000,11
"BMW","7 Series",46800,"diesel","automatic",60000,9
"BMW","3 Series",48000,"gasoline","automatic",30000,7
"BMW","3 Series",14940,"diesel","automatic",54000,11
"BMW","7 Series",90000,"diesel","automatic",21119,7
"BMW","X5",46200,"diesel","automatic",46000,8
"BMW","X5",25800,"diesel","automatic",95000,12
"BMW","X1",41400,"diesel","automatic",40000,5
"BMW","X3",32100,"diesel","automatic",66000,10
"BMW","3 Series",16500,"diesel","automatic",90000,11
"BMW","3 Series",32400,"diesel","automatic",76000,8
"BMW","3 Series",27300,"diesel","automatic",13500,8
"BMW","5 Series",26400,"diesel","automatic",120000,9
"BMW","5 Series",18000,"diesel","automatic",85000,12
"BMW","X1",45600,"diesel","automatic",10500,5
"BMW","5 Series",22800,"diesel","automatic",30000,13
"BMW","3 Series",30000,"diesel","automatic",96500,8
"BMW","X5",22788,"diesel","automatic",95000,14
"BMW","3 Series",36000,"diesel","automatic",40000,9
"BMW","3 Series",11100,"diesel","automatic",51000,14
"BMW","6 Series",76800,"diesel","automatic",12000,6
"BMW","5 Series",20388,"diesel","automatic",136000,13
"BMW","X3",22200,"diesel","automatic",80000,12
"BMW","X5",42000,"diesel","automatic",70000,9
"BMW","3 Series",11988,"diesel","automatic",141000,14
"BMW","3 Series",15000,"diesel","automatic",158000,12
"BMW","X1",32400,"diesel","automatic",36806,8
"BMW","3 Series",39600,"diesel","automatic",50000,7
"BMW","X5",47940,"diesel","automatic",39000,10
"BMW","3 Series",19200,"diesel","automatic",85875,10
"BMW","7 Series",64800,"diesel","automatic",24000,9
"BMW","3 Series",13800,"diesel","automatic",63500,13
"BMW","5 Series",18300,"diesel","automatic",85000,12
"BMW","3 Series",10200,"diesel","automatic",64495,15
"BMW","3 Series",10740,"diesel","automatic",90000,13
"BMW","X6",35988,"diesel","automatic",118000,10
"BMW","5 Series",19800,"diesel","automatic",90000,12
"BMW","3 Series",22800,"diesel","automatic",15000,11
"BMW","5 Series",64200,"diesel","automatic",5200,7
"BMW","X1",34800,"diesel","automatic",40000,8
"BMW","3 Series",7800,"gasoline","automatic",94603,16
"BMW","3 Series",37200,"diesel","automatic",36000,7
"BMW","3 Series",17580,"diesel","automatic",105000,11
"BMW","3 Series",40800,"diesel","automatic",44000,6
"BMW","3 Series",30600,"diesel","automatic",55000,9
"BMW","1 Series",16200,"diesel","automatic",28000,9
"BMW","X1",16200,"diesel","automatic",70000,12
"BMW","3 Series",31800,"diesel","automatic",71000,8
"BMW","3 Series",22500,"diesel","automatic",52500,10
"BMW","5 Series",30000,"diesel","automatic",113000,9
"BMW","3 Series",14100,"diesel","automatic",90000,13
"BMW","3 Series",29760,"diesel","automatic",87000,9
"BMW","X6",100800,"diesel","automatic",34000,7
"BMW","5 Series",11400,"diesel","automatic",62000,17
"BMW","5 Series",30000,"diesel","automatic",33000,11
"BMW","M Series",48000,"gasoline","automatic",100000,11
"BMW","3 Series",12000,"diesel","automatic",81297,15
"BMW","7 Series",11100,"gasoline","automatic",99900,18
"BMW","7 Series",81000,"diesel","automatic",50000,7
"BMW","3 Series",27600,"diesel","automatic",13900,8
"BMW","3 Series",54000,"diesel","automatic",10000,5
"BMW","5 Series",24000,"diesel","automatic",89000,13
"BMW","X5",16500,"diesel","automatic",96714,14
"BMW","3 Series",13200,"diesel","automatic",50000,12
"BMW","X1",14400,"diesel","automatic",92000,12
"BMW","3 Series",32100,"diesel","automatic",56000,9
"BMW","X3",16200,"diesel","automatic",89791,15
"BMW","1 Series",17100,"diesel","automatic",30000,9
"BMW","X1",39600,"diesel","automatic",28000,6
"BMW","5 Series",46800,"diesel","automatic",28000,9
"BMW","5 Series",40200,"diesel","automatic",40000,8
"BMW","X1",39600,"diesel","automatic",12000,6
"BMW","5 Series",64200,"diesel","automatic",20000,7
"BMW","X1",16140,"diesel","automatic",65180,10
"BMW","5 Series",22200,"diesel","automatic",60000,11
"BMW","X1",32400,"diesel","automatic",60000,7
"BMW","5 Series",66000,"diesel","automatic",25000,7
"BMW","3 Series",19800,"diesel","automatic",89000,10
"BMW","X1",19800,"diesel","automatic",50000,11
"BMW","1 Series",18600,"diesel","automatic",30000,9
"BMW","X3",46800,"diesel","automatic",49000,7
"BMW","7 Series",59880,"diesel","automatic",24501,9
"BMW","3 Series",35400,"diesel","automatic",60000,8
"BMW","X1",12600,"diesel","automatic",88831,13
"BMW","X5",48000,"diesel","automatic",75000,9
"BMW","3 Series",13800,"diesel","automatic",35000,13
"BMW","X1",36000,"diesel","automatic",34000,6
"BMW","X3",28500,"diesel","automatic",37000,11
"BMW","X5",43200,"diesel","automatic",85000,8
"BMW","3 Series",27600,"diesel","automatic",12000,8
"BMW","3 Series",16788,"diesel","automatic",38132,11
"BMW","X1",29988,"diesel","automatic",40100,7
"BMW","X1",29988,"diesel","automatic",40000,7
"BMW","3 Series",14400,"diesel","automatic",50000,12
"BMW","3 Series",51600,"diesel","automatic",2000,5
"BMW","3 Series",24300,"diesel","automatic",90000,10
"BMW","X1",30900,"diesel","automatic",24000,8
"BMW","3 Series",9000,"gasoline","automatic",15000,15
"BMW","3 Series",9000,"diesel","automatic",63000,14
"BMW","X1",12000,"diesel","automatic",70000,13
"BMW","X1",40200,"diesel","automatic",18000,6
"BMW","5 Series",46980,"diesel","automatic",45000,7
"BMW","X5",40200,"diesel","automatic",95500,9
