"car_brand","car_model","car_price","car_fuel","car_transmission","car_mileage","car_age"
"Hyundai"," Grand",5760,"gasoline","manual",8500,7
"Hyundai"," Santro",2760,"gasoline","manual",80227,15
"Hyundai"," Creta",16272,"gasoline","manual",8587,5
"Hyundai"," Creta",9600,"gasoline","manual",69434,8
"Hyundai"," Santa Fe",10032,"Diesel","manual",65278,11
"Hyundai","i20",8100,"Diesel","manual",43900,10
"Hyundai"," Verna",9972,"Diesel","automatic",77240,5
"Hyundai","i20",7380,"gasoline","manual",42362,8
"Hyundai","i20",6900,"gasoline","manual",59000,9
"Hyundai"," Verna",6960,"Diesel","manual",72000,12
"Hyundai"," Verna",12840,"Diesel","manual",38056,7
"Hyundai"," Xcent",5220,"gasoline","manual",7400,10
"Hyundai"," EON",3480,"gasoline","manual",68764,9
"Hyundai"," EON",4740,"gasoline","manual",14077,8
"Hyundai","i20",5580,"Diesel","manual",67407,10
"Hyundai","i20",4200,"gasoline","manual",48454,11
"Hyundai"," Xcent",6144,"gasoline","manual",28360,7
"Hyundai"," i10",3180,"gasoline","manual",25000,11
"Hyundai"," Verna",11028,"Diesel","manual",37882,8
"Hyundai","i20",3360,"Diesel","manual",47000,15
"Hyundai"," Grand",4980,"Diesel","manual",64000,10
"Hyundai"," Verna",1800,"Diesel","manual",170000,16
"Hyundai","i20",7560,"gasoline","manual",21000,8
"Hyundai"," i10",2760,"gasoline","manual",80400,16
"Hyundai"," Verna",6300,"Diesel","manual",75200,12
"Hyundai","i20",7800,"Diesel","manual",86157,9
"Hyundai","i20",4920,"gasoline","manual",64000,15
"Hyundai"," EON",5256,"gasoline","manual",36700,8
"Hyundai"," i10",3300,"gasoline","manual",35000,13
"Hyundai"," Grand",6768,"gasoline","manual",74515,7
"Hyundai"," Verna",9456,"gasoline","manual",37688,7
"Hyundai"," Xcent",5640,"gasoline","manual",41721,9
"Hyundai","i20",3900,"gasoline","manual",67714,14
"Hyundai"," Verna",3720,"gasoline","manual",51000,14
"Hyundai"," Grand",5880,"Diesel","manual",14000,7
"Hyundai"," Accent",2400,"gasoline","manual",72000,16
"Hyundai"," i10",6096,"gasoline","automatic",41016,10
"Hyundai"," Verna",7500,"Diesel","manual",67000,12
"Hyundai"," Creta",13080,"gasoline","manual",21000,8
"Hyundai"," Verna",6240,"Diesel","manual",98000,13
"Hyundai","i20",7020,"gasoline","manual",19500,6
"Hyundai"," Verna",6720,"gasoline","manual",67000,10
"Hyundai","i20",7620,"gasoline","manual",11000,6
"Hyundai"," Verna",5400,"gasoline","manual",35000,11
"Hyundai"," i10",5460,"gasoline","manual",21456,8
"Hyundai","i20",6300,"gasoline","manual",37000,9
"Hyundai","i20",8568,"gasoline","manual",58620,7
"Hyundai","i20",4200,"gasoline","manual",71172,12
"Hyundai","i20",8760,"Diesel","manual",12000,7
"Hyundai","i20",9840,"Diesel","manual",43000,7
"Hyundai"," Grand",5496,"Diesel","manual",52625,8
"Hyundai"," i10",4908,"gasoline","manual",60138,10
"Hyundai"," Verna",6840,"Diesel","automatic",66000,11
"Hyundai"," Santro",2100,"gasoline","manual",31000,11
"Hyundai"," Verna",8532,"Diesel","manual",72996,9
"Hyundai","i20",9324,"gasoline","manual",15985,6
"Hyundai","i20",6420,"gasoline","manual",70089,10
"Hyundai"," Grand",6684,"gasoline","automatic",61717,9
"Hyundai"," Xcent",7080,"Diesel","manual",25302,6
"Hyundai"," Creta",11316,"gasoline","manual",47016,8
"Hyundai"," i10",3480,"gasoline","manual",69000,14
"Hyundai"," i10",3120,"gasoline","manual",66770,14
"Hyundai"," i10",4092,"gasoline","manual",58472,10
"Hyundai"," EON",4500,"gasoline","manual",23360,7
"Hyundai"," Creta",11100,"Diesel","manual",43000,9
"Hyundai"," Creta",16260,"Diesel","manual",63770,7
"Hyundai"," Elantra",10128,"Diesel","manual",53615,9
"Hyundai"," Verna",8640,"Diesel","manual",82966,11
"Hyundai","i20",4380,"gasoline","manual",71000,11
"Hyundai","i20",4440,"Diesel","manual",71000,12
"Hyundai"," Xcent",5820,"gasoline","manual",48163,8
"Hyundai"," Grand",8316,"gasoline","automatic",19168,7
"Hyundai"," i10",2160,"gasoline","manual",84000,16
"Hyundai"," Accent",1440,"gasoline","manual",47300,20
"Hyundai","i20",3960,"gasoline","manual",41980,13
"Hyundai"," Accent",3000,"gasoline","manual",58000,14
"Hyundai"," Santro",1740,"gasoline","manual",93000,16
"Hyundai"," Grand",5400,"gasoline","automatic",37632,10
"Hyundai"," Verna",6444,"gasoline","automatic",54957,12
"Hyundai","i20",7440,"Diesel","manual",26000,9
"Hyundai","i20",2700,"gasoline","manual",18000,14
"Hyundai"," Verna",8100,"Diesel","manual",63003,10
"Hyundai","i20",6600,"Diesel","manual",67000,10
"Hyundai"," Xcent",8388,"Diesel","manual",14656,8
"Hyundai"," Xcent",4200,"Diesel","manual",80000,8
"Hyundai"," Grand",7056,"gasoline","manual",44178,8
"Hyundai","i20",5520,"gasoline","manual",35000,9
"Hyundai"," Santro",2940,"gasoline","manual",58163,14
"Hyundai"," i10",2640,"gasoline","manual",51000,12
"Hyundai"," i10",2304,"gasoline","manual",43002,15
"Hyundai"," Grand",3840,"gasoline","manual",29000,11
"Hyundai","i20",4176,"Diesel","manual",93401,14
"Hyundai","i20",3900,"gasoline","manual",61000,14
"Hyundai"," Creta",10524,"gasoline","manual",36855,8
"Hyundai"," i10",4104,"gasoline","manual",46821,11
"Hyundai"," i10",4140,"gasoline","automatic",64984,13
"Hyundai"," EON",4380,"gasoline","manual",17729,11
"Hyundai"," Verna",7212,"Diesel","manual",89614,10
"Hyundai","i20",4800,"gasoline","manual",50000,12
"Hyundai"," Verna",6420,"Diesel","manual",94900,12
"Hyundai"," Verna",7740,"gasoline","manual",52001,8
"Hyundai"," EON",3000,"gasoline","manual",18000,10
"Hyundai","i20",8220,"Diesel","manual",33016,8
"Hyundai"," i10",3588,"gasoline","automatic",60000,15
"Hyundai"," Grand",6048,"Diesel","manual",57738,8
"Hyundai"," Grand",6000,"gasoline","manual",8471,7
"Hyundai"," Grand",7176,"gasoline","manual",20000,7
"Hyundai"," Grand",5724,"gasoline","manual",50234,6
"Hyundai"," Xcent",4320,"gasoline","manual",32000,8
"Hyundai","i20",3600,"gasoline","manual",65000,14
"Hyundai"," i10",3720,"gasoline","manual",46230,11
"Hyundai","i20",7800,"gasoline","manual",5000,6
"Hyundai"," Verna",8640,"gasoline","automatic",40600,9
"Hyundai"," Verna",7080,"Diesel","automatic",87000,11
"Hyundai"," i10",2340,"gasoline","manual",27089,14
"Hyundai"," Verna",13920,"gasoline","automatic",16100,7
"Hyundai"," Xcent",4800,"Diesel","manual",170000,8
"Hyundai"," i10",2520,"gasoline","manual",62500,15
"Hyundai","i20",5580,"Diesel","manual",12400,10
"Hyundai"," Creta",17784,"Diesel","manual",52383,7
"Hyundai"," i10",4644,"gasoline","manual",16900,9
"Hyundai"," i10",3300,"gasoline","manual",62334,11
"Hyundai"," Accent",2400,"gasoline","manual",52325,14
"Hyundai"," Xcent",6600,"gasoline","manual",54000,10
"Hyundai","i20",7740,"Diesel","manual",46950,9
"Hyundai"," Grand",6480,"gasoline","manual",17125,7
"Hyundai","i20",2760,"gasoline","manual",18000,14
"Hyundai"," Grand",7188,"Diesel","manual",35070,6
"Hyundai"," i10",2040,"gasoline","manual",40000,15
"Hyundai","i20",2388,"gasoline","manual",43000,15
"Hyundai"," Grand",5880,"gasoline","automatic",29631,9
"Hyundai","i20",4404,"gasoline","manual",63777,11
"Hyundai"," Grand",4188,"Diesel","manual",45000,10
"Hyundai"," Verna",2280,"Diesel","manual",121097,16
"Hyundai"," i10",5268,"gasoline","automatic",61517,10
"Hyundai","i20",5796,"Diesel","manual",66823,9
"Hyundai","i20",5400,"Diesel","manual",107000,12
"Hyundai"," Xcent",5988,"gasoline","manual",10200,8
"Hyundai"," Santro",3336,"gasoline","manual",20842,13
"Hyundai"," Santa Fe",17280,"Diesel","automatic",110000,10
"Hyundai"," Grand",9060,"gasoline","automatic",20667,6
"Hyundai"," Grand",7404,"gasoline","manual",18453,5
"Hyundai"," Verna",3000,"Diesel","manual",96578,16
"Hyundai"," Verna",6900,"Diesel","manual",65900,12
"Hyundai"," Creta",12900,"gasoline","manual",26246,7
"Hyundai","i20",5280,"Diesel","manual",46566,10
"Hyundai"," Getz",2160,"Diesel","manual",97359,15
"Hyundai"," Verna",5136,"Diesel","manual",70707,12
"Hyundai"," Grand",7440,"gasoline","automatic",3000,6
"Hyundai"," i10",2700,"gasoline","manual",52000,14
"Hyundai"," Verna",7200,"Diesel","manual",75000,11
"Hyundai","i20",7464,"gasoline","manual",18673,7
"Hyundai"," EON",3300,"gasoline","manual",11583,8
"Hyundai"," Verna",9612,"Diesel","automatic",44875,8
"Hyundai","i20",6060,"gasoline","manual",42575,9
"Hyundai"," Verna",9000,"gasoline","manual",89000,9
"Hyundai","i20",3900,"gasoline","automatic",72000,15
"Hyundai"," Elite",10692,"gasoline","manual",13460,7
"Hyundai"," Verna",8028,"gasoline","automatic",35642,10
"Hyundai"," Elantra",19620,"gasoline","automatic",9500,7
"Hyundai","i20",3540,"Diesel","manual",37000,13
"Hyundai"," Creta",15000,"Diesel","automatic",55000,8
"Hyundai","i20",6600,"gasoline","manual",42365,10
"Hyundai"," i10",3600,"gasoline","manual",49000,12
"Hyundai"," Verna",6240,"gasoline","manual",48000,10
"Hyundai"," Creta",11820,"gasoline","manual",68000,8
"Hyundai"," Verna",4500,"Diesel","manual",74000,13
"Hyundai"," Creta",15120,"Diesel","manual",38767,7
"Hyundai"," Elantra",10500,"Diesel","automatic",51000,11
"Hyundai"," Verna",5160,"Diesel","manual",32000,10
"Hyundai"," Grand",4620,"Diesel","manual",42277,10
"Hyundai"," Grand",6900,"gasoline","manual",50000,9
"Hyundai"," i10",1980,"gasoline","manual",62000,16
"Hyundai"," EON",3984,"gasoline","manual",65060,11
"Hyundai"," EON",2760,"gasoline","manual",20000,11
"Hyundai","i20",3900,"gasoline","manual",32200,13
"Hyundai","i20",5400,"Diesel","manual",60788,12
"Hyundai","i20",5400,"gasoline","manual",52237,12
"Hyundai"," Verna",6000,"Diesel","manual",128000,12
"Hyundai"," i10",2640,"gasoline","manual",54000,13
"Hyundai"," i10",2400,"gasoline","manual",68000,16
"Hyundai"," i10",2520,"gasoline","manual",81402,14
"Hyundai"," Creta",15300,"gasoline","manual",2500,6
"Hyundai"," Grand",6600,"Diesel","manual",34429,7
"Hyundai"," Grand",8496,"gasoline","automatic",23576,7
"Hyundai"," Verna",9336,"gasoline","manual",52191,9
"Hyundai","i20",8100,"Diesel","manual",77076,8
"Hyundai"," i10",2820,"gasoline","manual",21000,11
"Hyundai","i20",5712,"gasoline","manual",55804,10
"Hyundai"," EON",4380,"gasoline","manual",31829,7
"Hyundai","i20",9360,"gasoline","manual",22684,6
"Hyundai"," Grand",5880,"gasoline","manual",12248,7
"Hyundai"," Grand",5436,"gasoline","manual",81605,8
"Hyundai"," Verna",7800,"gasoline","automatic",34200,10
"Hyundai"," Grand",7236,"gasoline","manual",10393,6
"Hyundai"," i10",4752,"gasoline","automatic",21000,11
"Hyundai","i20",5520,"Diesel","manual",113562,13
"Hyundai","i20",7500,"gasoline","manual",58500,7
"Hyundai"," Verna",5100,"Diesel","manual",108242,13
"Hyundai"," i10",4440,"gasoline","manual",34697,11
"Hyundai","i20",4800,"gasoline","manual",58000,12
"Hyundai"," Accent",1080,"gasoline","manual",45200,19
"Hyundai"," Grand",6768,"gasoline","manual",36840,9
"Hyundai"," Elite",10008,"gasoline","manual",32851,6
"Hyundai"," Grand",6048,"gasoline","manual",19947,8
"Hyundai","i20",4080,"gasoline","manual",37442,13
"Hyundai"," Grand",4800,"gasoline","manual",42355,10
"Hyundai","i20",8340,"gasoline","manual",28470,8
"Hyundai"," EON",3300,"gasoline","manual",9759,10
"Hyundai","i20",8100,"gasoline","manual",8000,7
"Hyundai"," Xcent",4800,"gasoline","automatic",53000,9
"Hyundai"," Verna",6300,"gasoline","manual",21107,11
"Hyundai"," Creta",15744,"gasoline","manual",19623,7
"Hyundai"," Grand",7212,"gasoline","manual",43041,8
"Hyundai"," Grand",6000,"gasoline","manual",31184,7
"Hyundai"," Verna",8376,"Diesel","manual",83558,10
"Hyundai"," EON",2340,"gasoline","manual",36000,11
"Hyundai"," Xcent",6600,"Diesel","manual",58000,9
"Hyundai","i20",3300,"gasoline","manual",73000,14
"Hyundai"," Elantra",7500,"Diesel","manual",98008,12
"Hyundai","i20",7524,"gasoline","manual",27339,5
"Hyundai"," Verna",10380,"Diesel","manual",25000,7
"Hyundai"," Grand",4200,"gasoline","manual",37000,10
"Hyundai","i20",3180,"gasoline","manual",37000,12
"Hyundai"," Elantra",10680,"Diesel","automatic",49000,10
"Hyundai","i20",8400,"Diesel","manual",29000,9
"Hyundai","i20",3240,"gasoline","manual",82000,13
"Hyundai"," i10",2520,"gasoline","manual",77000,14
"Hyundai"," i10",2400,"gasoline","manual",70000,17
"Hyundai"," Grand",6636,"gasoline","manual",46493,6
"Hyundai"," i10",2340,"gasoline","manual",68000,15
"Hyundai"," i10",2400,"gasoline","manual",85445,16
"Hyundai"," Xcent",4440,"Diesel","manual",54000,9
"Hyundai"," i10",3900,"gasoline","manual",60000,10
"Hyundai"," Grand",6120,"gasoline","manual",1800,6
"Hyundai","i20",3900,"gasoline","manual",100000,12
"Hyundai"," Grand",6900,"gasoline","manual",9434,6
"Hyundai"," Creta",13164,"Diesel","automatic",37024,7
"Hyundai"," EON",2364,"gasoline","manual",26008,10
"Hyundai","i20",6120,"gasoline","manual",42000,9
"Hyundai"," i10",3120,"gasoline","automatic",21000,15
"Hyundai"," Creta",14400,"Diesel","automatic",55100,8
"Hyundai"," i10",2940,"gasoline","manual",58235,12
"Hyundai","i20",8760,"Diesel","manual",44487,8
"Hyundai"," i10",3780,"gasoline","manual",34951,9
"Hyundai","i20",3960,"gasoline","manual",54000,12
"Hyundai"," Creta",16020,"Diesel","manual",44865,7
"Hyundai"," Verna",6300,"gasoline","manual",57478,11
"Hyundai","i20",4500,"Diesel","manual",75000,13
"Hyundai"," Verna",9300,"Diesel","automatic",75000,6
"Hyundai"," i10",2520,"gasoline","manual",62000,14
"Hyundai"," Grand",6516,"gasoline","manual",26038,8
"Hyundai"," Elantra",10800,"Diesel","manual",125928,12
"Hyundai","i20",4740,"Diesel","manual",71360,12
"Hyundai"," Xcent",4404,"gasoline","manual",64241,10
"Hyundai"," Verna",7968,"Diesel","manual",37451,8
"Hyundai"," Grand",6000,"gasoline","manual",25000,8
"Hyundai"," Grand",8112,"gasoline","automatic",5354,6
"Hyundai"," Santa Fe",12900,"Diesel","automatic",43000,12
"Hyundai"," Grand",5856,"Diesel","manual",35000,9
"Hyundai"," EON",2388,"gasoline","manual",60000,12
"Hyundai"," i10",3360,"gasoline","manual",70600,14
"Hyundai"," Grand",9120,"gasoline","automatic",22526,7
"Hyundai"," Sonata",5880,"Diesel","manual",65000,15
"Hyundai"," Verna",5400,"gasoline","manual",33425,9
"Hyundai"," Creta",14280,"Diesel","manual",41000,9
"Hyundai"," i10",2520,"gasoline","manual",62000,13
"Hyundai"," Accent",3180,"gasoline","manual",55000,17
"Hyundai"," Verna",6540,"Diesel","automatic",71000,10
"Hyundai"," i10",4380,"gasoline","manual",45000,12
"Hyundai"," Grand",7068,"gasoline","manual",37429,8
"Hyundai"," Santro",2316,"gasoline","manual",52146,20
"Hyundai"," Grand",5160,"gasoline","manual",20780,9
"Hyundai"," Creta",11940,"Diesel","manual",83950,9
"Hyundai"," Elite",9036,"gasoline","manual",59450,7
"Hyundai"," i10",3000,"gasoline","manual",84000,16
"Hyundai"," Santa Fe",11400,"Diesel","automatic",86000,12
"Hyundai","i20",4680,"Diesel","manual",51000,12
"Hyundai"," EON",4104,"gasoline","manual",31412,9
"Hyundai"," EON",4428,"gasoline","manual",54884,11
"Hyundai"," Creta",13200,"gasoline","manual",24347,8
"Hyundai","i20",3288,"Diesel","manual",60000,12
"Hyundai"," Verna",4800,"Diesel","manual",92000,12
"Hyundai"," Tucson",21300,"gasoline","automatic",13000,8
"Hyundai","i20",4080,"gasoline","manual",35000,9
"Hyundai","i20",4740,"Diesel","manual",68000,15
"Hyundai"," Grand",6480,"gasoline","automatic",18000,8
"Hyundai","i20",2820,"gasoline","manual",46946,15
"Hyundai","i20",6024,"Diesel","manual",64399,9
"Hyundai"," Creta",15000,"Diesel","manual",41713,8
"Hyundai"," Santa Fe",25200,"Diesel","automatic",59000,9
"Hyundai"," Verna",7140,"gasoline","automatic",24000,11
"Hyundai","i20",7560,"gasoline","manual",30292,8
"Hyundai","i20",6768,"Diesel","manual",55000,10
"Hyundai"," Creta",14808,"gasoline","manual",36458,7
"Hyundai"," i10",3480,"gasoline","automatic",54000,13
"Hyundai"," Elantra",16680,"gasoline","automatic",28000,8
"Hyundai","i20",5940,"gasoline","manual",50000,9
"Hyundai"," Elantra",11628,"gasoline","automatic",58239,9
"Hyundai"," i10",3840,"gasoline","manual",42591,12
"Hyundai","i20",5400,"Diesel","manual",67000,12
"Hyundai"," Verna",9600,"Diesel","automatic",97000,10
"Hyundai"," Verna",6600,"gasoline","manual",73000,12
"Hyundai"," Grand",2760,"gasoline","manual",44300,10
"Hyundai"," Xcent",7392,"gasoline","manual",21495,8
"Hyundai"," i10",3420,"gasoline","manual",59000,12
"Hyundai"," Verna",5220,"Diesel","manual",47000,11
"Hyundai"," i10",4404,"gasoline","manual",47003,10
"Hyundai"," Grand",7608,"gasoline","manual",20492,6
"Hyundai"," i10",3792,"gasoline","manual",65423,13
"Hyundai"," EON",4200,"gasoline","manual",52000,7
"Hyundai"," Grand",4500,"Diesel","manual",25135,10
"Hyundai","i20",5880,"gasoline","manual",40000,11
"Hyundai"," Creta",11040,"Diesel","manual",51000,8
"Hyundai","i20",5100,"Diesel","manual",64000,12
"Hyundai","i20",7200,"gasoline","manual",29634,9
"Hyundai"," Verna",7440,"gasoline","manual",24000,12
"Hyundai"," Grand",7104,"Diesel","manual",20773,7
"Hyundai"," Santro",3240,"gasoline","manual",41125,10
"Hyundai"," Verna",4440,"gasoline","manual",68000,13
"Hyundai","i20",4680,"Diesel","manual",51873,11
"Hyundai"," Xcent",4200,"gasoline","manual",39871,9
"Hyundai"," i10",2400,"gasoline","manual",71600,17
"Hyundai"," Xcent",4140,"gasoline","manual",42000,10
"Hyundai","i20",7368,"gasoline","manual",61823,8
"Hyundai"," EON",3600,"gasoline","manual",70000,8
"Hyundai"," Xcent",7440,"gasoline","manual",65743,9
"Hyundai"," i10",4752,"gasoline","manual",64466,11
"Hyundai"," Xcent",4260,"Diesel","manual",69000,7
"Hyundai"," Creta",12300,"gasoline","manual",29477,8
"Hyundai"," Grand",5736,"gasoline","manual",59767,8
"Hyundai","i20",3300,"gasoline","manual",72000,14
"Hyundai"," Verna",7140,"gasoline","manual",11000,10
"Hyundai"," i10",2580,"gasoline","manual",70000,13
"Hyundai"," Santro",2220,"gasoline","manual",69775,17
"Hyundai"," Verna",2400,"Diesel","manual",120000,16
"Hyundai"," Grand",4800,"Diesel","manual",116905,10
"Hyundai"," i10",4596,"gasoline","automatic",32824,13
"Hyundai"," Santro",1632,"gasoline","manual",35008,14
"Hyundai"," Verna",9600,"gasoline","manual",36000,8
"Hyundai","i20",6900,"gasoline","manual",14001,7
"Hyundai"," EON",4200,"gasoline","manual",12000,7
"Hyundai"," Santro",3780,"gasoline","manual",65000,13
"Hyundai"," EON",3000,"gasoline","manual",84600,11
"Hyundai"," Verna",5400,"Diesel","manual",103814,13
"Hyundai"," i10",3744,"gasoline","manual",56075,11
"Hyundai"," Creta",15876,"Diesel","automatic",38593,8
"Hyundai"," i10",2340,"gasoline","manual",38235,16
"Hyundai"," i10",2640,"gasoline","manual",37000,13
"Hyundai"," Grand",4260,"gasoline","manual",90000,11
"Hyundai"," i10",5424,"gasoline","manual",47324,12
"Hyundai","i20",6480,"gasoline","manual",20600,8
"Hyundai","i20",7140,"gasoline","manual",38000,8
"Hyundai"," i10",3840,"gasoline","manual",60000,13
"Hyundai","i20",2700,"gasoline","manual",30675,15
"Hyundai"," EON",3132,"gasoline","manual",55000,9
"Hyundai"," Verna",13800,"Diesel","manual",50000,7
"Hyundai"," EON",3300,"gasoline","manual",38000,9
"Hyundai"," Grand",5400,"Diesel","manual",46522,8
"Hyundai"," Grand",5952,"Diesel","manual",66337,9
"Hyundai"," Verna",4080,"gasoline","manual",61000,13
"Hyundai"," Creta",17100,"Diesel","manual",11554,8
"Hyundai"," Getz",960,"gasoline","manual",91000,19
"Hyundai"," Grand",7092,"gasoline","automatic",33931,9
"Hyundai"," Grand",7728,"gasoline","manual",13916,5
"Hyundai"," Grand",5520,"gasoline","manual",14000,9
"Hyundai","i20",8652,"gasoline","manual",17560,8
"Hyundai","i20",9000,"gasoline","manual",8000,7
"Hyundai"," Creta",15480,"Diesel","manual",27000,7
"Hyundai"," i10",3180,"gasoline","manual",60000,12
"Hyundai"," i10",4092,"gasoline","automatic",37229,12
"Hyundai"," Creta",15936,"Diesel","manual",40459,7
"Hyundai"," i10",5160,"gasoline","manual",43766,12
"Hyundai","i20",11016,"Diesel","manual",18521,6
"Hyundai"," Verna",6120,"Diesel","automatic",48000,10
"Hyundai"," Verna",6840,"Diesel","manual",62000,10
"Hyundai"," Tucson",6000,"Diesel","manual",103515,17
"Hyundai"," Santro",2700,"gasoline","manual",68282,16
"Hyundai"," EON",4104,"gasoline","manual",8500,7
"Hyundai","i20",8700,"gasoline","manual",6000,8
"Hyundai"," Verna",6120,"Diesel","manual",70000,13
"Hyundai","i20",7080,"Diesel","manual",81310,9
"Hyundai"," Grand",5400,"gasoline","manual",23000,7
"Hyundai"," Verna",10800,"Diesel","manual",31000,8
"Hyundai"," Creta",17748,"Diesel","automatic",50170,7
"Hyundai"," Santa Fe",15480,"Diesel","automatic",110000,10
"Hyundai"," EON",3000,"gasoline","manual",60000,7
"Hyundai","i20",4380,"gasoline","manual",92408,11
"Hyundai"," Verna",9000,"gasoline","manual",45000,10
"Hyundai"," i10",4320,"gasoline","manual",7000,8
"Hyundai","i20",8880,"Diesel","manual",14061,7
"Hyundai"," Getz",2100,"gasoline","manual",44000,18
"Hyundai"," Verna",5040,"gasoline","manual",61600,13
"Hyundai"," Santro",1920,"gasoline","manual",100000,15
"Hyundai","i20",7020,"Diesel","manual",82450,10
"Hyundai"," Grand",7284,"gasoline","manual",20689,6
"Hyundai","i20",4860,"gasoline","manual",38214,12
"Hyundai"," Creta",17100,"Diesel","automatic",58671,8
"Hyundai","i20",4932,"Diesel","manual",90000,12
"Hyundai"," i10",1908,"gasoline","manual",55000,14
"Hyundai"," Grand",6660,"gasoline","manual",3958,6
"Hyundai"," Verna",9396,"Diesel","manual",16159,8
"Hyundai"," Accent",1020,"Diesel","manual",150000,19
"Hyundai","i20",9828,"gasoline","manual",35043,7
"Hyundai"," Verna",7380,"gasoline","manual",66930,11
"Hyundai"," Santa Fe",17400,"Diesel","automatic",100000,9
"Hyundai"," Santro",3900,"gasoline","manual",43000,12
"Hyundai","i20",3360,"gasoline","manual",40300,11
"Hyundai"," Getz",540,"gasoline","manual",86000,19
"Hyundai"," i10",3420,"gasoline","manual",51000,12
