"car_brand","car_model","car_price","car_fuel","car_transmission","car_mileage","car_age"
"Hyundai"," i20 Sportz 1.4 CRDi",8640,"Diesel","manual",56847,9
"Hyundai"," Grand i10 CRDi Era",5700,"Diesel","manual",33000,7
"Hyundai"," Accent CRDi",2160,"Diesel","manual",160538,18
"Hyundai"," i10 Era",2100,"gasoline","manual",83000,14
"Hyundai"," Tucson 2.0 e-VGT 2WD AT GLS",26388,"Diesel","automatic",51346,6
"Hyundai"," Grand i10 Magna",4500,"gasoline","manual",16514,10
"Hyundai"," Verna CRDi 1.6 SX",3120,"Diesel","manual",143275,16
"Hyundai"," i20 1.2 Sportz",3360,"gasoline","manual",52000,14
"Hyundai"," Creta 1.6 CRDi SX",16500,"Diesel","manual",28000,8
"Hyundai"," i10 Sportz",3900,"gasoline","manual",36000,14
"Hyundai"," Verna 1.6 SX VTVT (O)",5136,"gasoline","manual",54308,12
"Hyundai"," i20 Magna Optional 1.4 CRDi",3732,"Diesel","manual",46000,11
"Hyundai"," i20 Sportz AT 1.4",7152,"gasoline","automatic",45051,10
"Hyundai"," i10 Magna 1.2",3720,"gasoline","manual",74000,14
"Hyundai"," i10 Magna 1.2 iTech SE",3360,"gasoline","manual",45275,12
"Hyundai"," i20 1.4 CRDi Asta",6600,"Diesel","manual",83000,12
"Hyundai"," i10 Sportz AT",3540,"gasoline","automatic",37000,15
"Hyundai"," i20 Asta 1.2",3960,"gasoline","manual",79152,13
"Hyundai"," i20 Asta Option 1.2",9192,"gasoline","manual",24973,8
"Hyundai"," EON D Lite Plus",4260,"gasoline","manual",27904,8
"Hyundai"," Verna 1.6 SX",6300,"Diesel","manual",80000,12
"Hyundai"," i10 Magna 1.2",3240,"gasoline","manual",620000,15
"Hyundai"," Grand i10 AT Asta",6924,"gasoline","automatic",37081,9
"Hyundai"," Xcent 1.1 CRDi Base",4800,"Diesel","manual",74310,9
"Hyundai"," Verna Transform VTVT",3000,"gasoline","manual",95000,14
"Hyundai"," EON Magna Plus",3900,"gasoline","manual",37000,10
"Hyundai"," Verna 1.6 SX VTVT",5940,"gasoline","manual",49768,13
"Hyundai"," Accent GLE",960,"gasoline","manual",5834,19
"Hyundai"," i20 Active SX Petrol",8280,"gasoline","manual",40250,7
"Hyundai"," EON Magna Plus",2700,"gasoline","manual",20800,9
"Hyundai"," Grand i10 SportZ Edition",6600,"gasoline","manual",40322,6
"Hyundai"," Creta 1.6 SX Plus Dual Tone Petrol",14436,"gasoline","manual",23163,7
"Hyundai"," EON Era Plus",4872,"gasoline","manual",13102,6
"Hyundai"," EON D Lite",3120,"gasoline","manual",20600,10
"Hyundai"," Creta 1.6 SX Plus Petrol Automatic",16524,"gasoline","automatic",29952,7
"Hyundai"," i20 1.2 Asta Option",9576,"gasoline","manual",26185,7
"Hyundai"," i20 2015-2017 Asta 1.2",8640,"gasoline","manual",6800,8
"Hyundai"," Xcent 1.1 CRDi S Celebration Edition",6300,"Diesel","manual",51000,8
"Hyundai"," Grand i10 CRDi Magna",5520,"Diesel","manual",14000,7
"Hyundai"," Santro Xing GLS",2664,"gasoline","manual",46000,16
"Hyundai"," Grand i10 Sportz",5400,"gasoline","manual",27000,9
"Hyundai"," Verna 1.6 SX",5760,"Diesel","manual",37873,11
"Hyundai"," Creta 1.6 CRDi AT SX Plus",18600,"Diesel","automatic",32000,8
"Hyundai"," i10 Era",2784,"gasoline","manual",59000,14
"Hyundai"," Grand i10 Sportz",5760,"gasoline","manual",8500,7
"Hyundai"," Santro Xing GLS",2760,"gasoline","manual",80227,15
"Hyundai"," Creta 1.6 SX Plus Dual Tone Petrol",16272,"gasoline","manual",8587,5
"Hyundai"," Creta 1.6 SX",9600,"gasoline","manual",69434,8
"Hyundai"," Santa Fe 4X4",10032,"Diesel","manual",65278,11
"Hyundai"," i20 Asta 1.4 CRDi",8100,"Diesel","manual",43900,10
"Hyundai"," Verna 1.6 SX CRDI (O) AT",9972,"Diesel","automatic",77240,5
"Hyundai"," i20 1.2 Spotz",7380,"gasoline","manual",42362,8
"Hyundai"," i20 1.2 Magna",6900,"gasoline","manual",59000,9
"Hyundai"," Verna 1.6 SX CRDi (O)",6960,"Diesel","manual",72000,12
"Hyundai"," Verna 1.6 CRDi SX",12840,"Diesel","manual",38056,7
"Hyundai"," Xcent 1.2 Kappa S",5220,"gasoline","manual",7400,10
"Hyundai"," EON Era Plus",3480,"gasoline","manual",68764,9
"Hyundai"," EON Sportz",4740,"gasoline","manual",14077,8
"Hyundai"," i20 Asta 1.4 CRDi",5580,"Diesel","manual",67407,10
"Hyundai"," i20 Sportz Option",4200,"gasoline","manual",48454,11
"Hyundai"," Xcent 1.2 Kappa S Option",6144,"gasoline","manual",28360,7
"Hyundai"," i10 Sportz",3180,"gasoline","manual",25000,11
"Hyundai"," Verna 1.6 CRDI",11028,"Diesel","manual",37882,8
"Hyundai"," i20 1.4 Magna ABS",3360,"Diesel","manual",47000,15
"Hyundai"," Grand i10 CRDi Sportz",4980,"Diesel","manual",64000,10
"Hyundai"," Verna CRDi SX",1800,"Diesel","manual",170000,16
"Hyundai"," i20 Asta Option 1.2",7560,"gasoline","manual",21000,8
"Hyundai"," i10 Magna Optional 1.1L",2760,"gasoline","manual",80400,16
"Hyundai"," Verna 1.6 SX CRDi (O)",6300,"Diesel","manual",75200,12
"Hyundai"," i20 Asta 1.4 CRDi",7800,"Diesel","manual",86157,9
"Hyundai"," i20 Asta",4920,"gasoline","manual",64000,15
"Hyundai"," EON Era Plus",5256,"gasoline","manual",36700,8
"Hyundai"," i10 Sportz",3300,"gasoline","manual",35000,13
"Hyundai"," Grand i10 Asta",6768,"gasoline","manual",74515,7
"Hyundai"," Verna 1.6 VTVT",9456,"gasoline","manual",37688,7
"Hyundai"," Xcent 1.2 Kappa SX Option",5640,"gasoline","manual",41721,9
"Hyundai"," i20 1.2 Magna",3900,"gasoline","manual",67714,14
"Hyundai"," Verna Transform VTVT",3720,"gasoline","manual",51000,14
"Hyundai"," Grand i10 1.2 CRDi Magna",5880,"Diesel","manual",14000,7
"Hyundai"," Accent GLS",2400,"gasoline","manual",72000,16
"Hyundai"," i10 Sportz AT",6096,"gasoline","automatic",41016,10
"Hyundai"," Verna 1.6 SX",7500,"Diesel","manual",67000,12
"Hyundai"," Creta 1.6 SX",13080,"gasoline","manual",21000,8
"Hyundai"," Verna 1.6 SX",6240,"Diesel","manual",98000,13
"Hyundai"," i20 Magna 1.2",7020,"gasoline","manual",19500,6
"Hyundai"," Verna 1.6 SX VTVT",6720,"gasoline","manual",67000,10
"Hyundai"," i20 1.2 Asta Option",7620,"gasoline","manual",11000,6
"Hyundai"," Verna 1.6 SX VTVT (O)",5400,"gasoline","manual",35000,11
"Hyundai"," i10 Sportz",5460,"gasoline","manual",21456,8
"Hyundai"," i20 Asta Option 1.2",6300,"gasoline","manual",37000,9
"Hyundai"," i20 Asta Option 1.2",8568,"gasoline","manual",58620,7
"Hyundai"," i20 1.2 Sportz",4200,"gasoline","manual",71172,12
"Hyundai"," i20 1.4 Asta",8760,"Diesel","manual",12000,7
"Hyundai"," i20 1.4 Asta Option",9840,"Diesel","manual",43000,7
"Hyundai"," Grand i10 CRDi Magna",5496,"Diesel","manual",52625,8
"Hyundai"," i10 Magna 1.1",4908,"gasoline","manual",60138,10
"Hyundai"," Verna 1.6 CRDi EX AT",6840,"Diesel","automatic",66000,11
"Hyundai"," Santro Xing GL Plus",2100,"gasoline","manual",31000,11
"Hyundai"," Verna 1.6 SX CRDi (O)",8532,"Diesel","manual",72996,9
"Hyundai"," i20 1.2 Asta Option",9324,"gasoline","manual",15985,6
"Hyundai"," i20 Magna 1.2",6420,"gasoline","manual",70089,10
"Hyundai"," Grand i10 AT Asta",6684,"gasoline","automatic",61717,9
"Hyundai"," Xcent 1.2 CRDi S",7080,"Diesel","manual",25302,6
"Hyundai"," Creta 1.6 VTVT S",11316,"gasoline","manual",47016,8
"Hyundai"," i10 Sportz",3480,"gasoline","manual",69000,14
"Hyundai"," i10 Magna",3120,"gasoline","manual",66770,14
"Hyundai"," i10 Magna 1.1",4092,"gasoline","manual",58472,10
"Hyundai"," EON Sportz",4500,"gasoline","manual",23360,7
"Hyundai"," Creta 1.6 CRDi SX",11100,"Diesel","manual",43000,9
"Hyundai"," Creta 1.6 SX Plus Diesel",16260,"Diesel","manual",63770,7
"Hyundai"," Elantra CRDi SX",10128,"Diesel","manual",53615,9
"Hyundai"," Verna CRDi SX",8640,"Diesel","manual",82966,11
"Hyundai"," i20 1.2 Asta",4380,"gasoline","manual",71000,11
"Hyundai"," i20 Sportz Diesel",4440,"Diesel","manual",71000,12
"Hyundai"," Xcent 1.2 Kappa Base",5820,"gasoline","manual",48163,8
"Hyundai"," Grand i10 AT Asta",8316,"gasoline","automatic",19168,7
"Hyundai"," i10 Era",2160,"gasoline","manual",84000,16
"Hyundai"," Accent GLS 1.6",1440,"gasoline","manual",47300,20
"Hyundai"," i20 1.2 Sportz",3960,"gasoline","manual",41980,13
"Hyundai"," Accent GLE",3000,"gasoline","manual",58000,14
"Hyundai"," Santro Xing GL",1740,"gasoline","manual",93000,16
"Hyundai"," Grand i10 AT Asta",5400,"gasoline","automatic",37632,10
"Hyundai"," Verna 1.6 SX VTVT (O) AT",6444,"gasoline","automatic",54957,12
"Hyundai"," i20 Sportz 1.4 CRDi",7440,"Diesel","manual",26000,9
"Hyundai"," i20 1.2 Magna",2700,"gasoline","manual",18000,14
"Hyundai"," Verna 1.6 SX",8100,"Diesel","manual",63003,10
"Hyundai"," i20 Asta (o) 1.4 CRDi (Diesel)",6600,"Diesel","manual",67000,10
"Hyundai"," Xcent 1.1 CRDi S",8388,"Diesel","manual",14656,8
"Hyundai"," Xcent 1.1 CRDi S",4200,"Diesel","manual",80000,8
"Hyundai"," Grand i10 Asta Option",7056,"gasoline","manual",44178,8
"Hyundai"," i20 1.2 Magna",5520,"gasoline","manual",35000,9
"Hyundai"," Santro Xing GL",2940,"gasoline","manual",58163,14
"Hyundai"," i10 Era 1.1",2640,"gasoline","manual",51000,12
"Hyundai"," i10 Sportz",2304,"gasoline","manual",43002,15
"Hyundai"," Grand i10 Sportz",3840,"gasoline","manual",29000,11
"Hyundai"," i20 Asta 1.4 CRDi (Diesel)",4176,"Diesel","manual",93401,14
"Hyundai"," i20 1.2 Sportz Option",3900,"gasoline","manual",61000,14
"Hyundai"," Creta 1.6 VTVT S",10524,"gasoline","manual",36855,8
"Hyundai"," i10 Magna 1.2",4104,"gasoline","manual",46821,11
"Hyundai"," i10 Asta AT",4140,"gasoline","automatic",64984,13
"Hyundai"," EON D Lite Plus",4380,"gasoline","manual",17729,11
"Hyundai"," Verna CRDi 1.6 SX Option",7212,"Diesel","manual",89614,10
"Hyundai"," i20 Sportz Option",4800,"gasoline","manual",50000,12
"Hyundai"," Verna CRDi SX",6420,"Diesel","manual",94900,12
"Hyundai"," Verna 1.6 SX VTVT",7740,"gasoline","manual",52001,8
"Hyundai"," EON Era",3000,"gasoline","manual",18000,10
"Hyundai"," i20 Magna 1.4 CRDi",8220,"Diesel","manual",33016,8
"Hyundai"," i10 Magna AT",3588,"gasoline","automatic",60000,15
"Hyundai"," Grand i10 CRDi Magna",6048,"Diesel","manual",57738,8
"Hyundai"," Grand i10 1.2 Kappa Magna",6000,"gasoline","manual",8471,7
"Hyundai"," Grand i10 1.2 Kappa Asta",7176,"gasoline","manual",20000,7
"Hyundai"," Grand i10 1.2 Kappa Magna",5724,"gasoline","manual",50234,6
"Hyundai"," Xcent 1.2 Kappa SX",4320,"gasoline","manual",32000,8
"Hyundai"," i20 1.2 Magna",3600,"gasoline","manual",65000,14
"Hyundai"," i10 Era",3720,"gasoline","manual",46230,11
"Hyundai"," i20 1.2 Asta",7800,"gasoline","manual",5000,6
"Hyundai"," Verna VTVT 1.6 AT SX Option",8640,"gasoline","automatic",40600,9
"Hyundai"," Verna CRDi 1.6 AT SX Option",7080,"Diesel","automatic",87000,11
"Hyundai"," i10 Magna Optional 1.1L",2340,"gasoline","manual",27089,14
"Hyundai"," Verna 1.6 SX VTVT (O) AT",13920,"gasoline","automatic",16100,7
"Hyundai"," Xcent 1.1 CRDi Base",4800,"Diesel","manual",170000,8
"Hyundai"," i10 Sportz",2520,"gasoline","manual",62500,15
"Hyundai"," i20 Magna Optional 1.4 CRDi",5580,"Diesel","manual",12400,10
"Hyundai"," Creta 1.6 SX Plus Diesel",17784,"Diesel","manual",52383,7
"Hyundai"," i10 Sportz",4644,"gasoline","manual",16900,9
"Hyundai"," i10 Sportz",3300,"gasoline","manual",62334,11
"Hyundai"," Accent Executive",2400,"gasoline","manual",52325,14
"Hyundai"," Xcent 1.2 VTVT S",6600,"gasoline","manual",54000,10
"Hyundai"," i20 Asta 1.4 CRDi",7740,"Diesel","manual",46950,9
"Hyundai"," Grand i10 Sportz",6480,"gasoline","manual",17125,7
"Hyundai"," i20 1.2 Magna",2760,"gasoline","manual",18000,14
"Hyundai"," Grand i10 CRDi Sportz Celebration Edition",7188,"Diesel","manual",35070,6
"Hyundai"," i10 Sportz 1.2",2040,"gasoline","manual",40000,15
"Hyundai"," i20 Asta",2388,"gasoline","manual",43000,15
"Hyundai"," Grand i10 AT Asta",5880,"gasoline","automatic",29631,9
"Hyundai"," i20 Magna Optional 1.2",4404,"gasoline","manual",63777,11
"Hyundai"," Grand i10 CRDi Magna",4188,"Diesel","manual",45000,10
"Hyundai"," Verna CRDi 1.4 E",2280,"Diesel","manual",121097,16
"Hyundai"," i10 Sportz AT",5268,"gasoline","automatic",61517,10
"Hyundai"," i20 Magna 1.4 CRDi",5796,"Diesel","manual",66823,9
"Hyundai"," i20 Asta 1.4 CRDi",5400,"Diesel","manual",107000,12
"Hyundai"," Xcent 1.2 Kappa SX",5988,"gasoline","manual",10200,8
"Hyundai"," Santro Xing GL",3336,"gasoline","manual",20842,13
"Hyundai"," Santa Fe 4WD AT",17280,"Diesel","automatic",110000,10
"Hyundai"," Grand i10 1.2 Kappa Sportz AT",9060,"gasoline","automatic",20667,6
"Hyundai"," Grand i10 1.2 Kappa Sportz",7404,"gasoline","manual",18453,5
"Hyundai"," Verna CRDi 1.6 SX",3000,"Diesel","manual",96578,16
"Hyundai"," Verna 1.6 SX",6900,"Diesel","manual",65900,12
"Hyundai"," Creta 1.6 VTVT E Plus",12900,"gasoline","manual",26246,7
"Hyundai"," i20 Era 1.4 CRDi",5280,"Diesel","manual",46566,10
"Hyundai"," Getz 1.5 CRDi GVS",2160,"Diesel","manual",97359,15
"Hyundai"," Verna 1.6 SX CRDi (O)",5136,"Diesel","manual",70707,12
"Hyundai"," Grand i10 1.2 Kappa Magna AT",7440,"gasoline","automatic",3000,6
"Hyundai"," i10 Era 1.1 iTech SE",2700,"gasoline","manual",52000,14
"Hyundai"," Verna CRDi SX",7200,"Diesel","manual",75000,11
"Hyundai"," i20 1.2 Spotz",7464,"gasoline","manual",18673,7
"Hyundai"," EON Era Plus",3300,"gasoline","manual",11583,8
"Hyundai"," Verna 1.6 SX CRDI (O) AT",9612,"Diesel","automatic",44875,8
"Hyundai"," i20 Asta 1.2",6060,"gasoline","manual",42575,9
"Hyundai"," Verna 1.6 VTVT S",9000,"gasoline","manual",89000,9
"Hyundai"," i20 1.4 Asta (AT)",3900,"gasoline","automatic",72000,15
"Hyundai"," Elite i20 Petrol Asta",10692,"gasoline","manual",13460,7
"Hyundai"," Verna 1.6 VTVT EX AT",8028,"gasoline","automatic",35642,10
"Hyundai"," Elantra 2.0 SX Option AT",19620,"gasoline","automatic",9500,7
"Hyundai"," i20 1.4 CRDi Asta",3540,"Diesel","manual",37000,13
"Hyundai"," Creta 1.6 SX Automatic Diesel",15000,"Diesel","automatic",55000,8
"Hyundai"," i20 Asta (o)",6600,"gasoline","manual",42365,10
"Hyundai"," i10 Sportz",3600,"gasoline","manual",49000,12
"Hyundai"," Verna 1.6 SX VTVT",6240,"gasoline","manual",48000,10
"Hyundai"," Creta 1.6 SX Plus Dual Tone Petrol",11820,"gasoline","manual",68000,8
"Hyundai"," Verna 1.6 CRDI",4500,"Diesel","manual",74000,13
"Hyundai"," Creta 1.6 CRDi SX",15120,"Diesel","manual",38767,7
"Hyundai"," Elantra CRDi SX AT",10500,"Diesel","automatic",51000,11
"Hyundai"," Verna 1.6 CRDI",5160,"Diesel","manual",32000,10
"Hyundai"," Grand i10 1.2 CRDi Sportz Option",4620,"Diesel","manual",42277,10
"Hyundai"," Grand i10 Asta Option",6900,"gasoline","manual",50000,9
"Hyundai"," i10 Magna 1.2",1980,"gasoline","manual",62000,16
"Hyundai"," EON Era",3984,"gasoline","manual",65060,11
"Hyundai"," EON Magna Plus",2760,"gasoline","manual",20000,11
"Hyundai"," i20 1.2 Sportz Option",3900,"gasoline","manual",32200,13
"Hyundai"," i20 1.4 CRDi Asta",5400,"Diesel","manual",60788,12
"Hyundai"," i20 1.2 Sportz",5400,"gasoline","manual",52237,12
"Hyundai"," Verna 1.6 SX",6000,"Diesel","manual",128000,12
"Hyundai"," i10 Era 1.1",2640,"gasoline","manual",54000,13
"Hyundai"," i10 Magna(O) with Sun Roof",2400,"gasoline","manual",68000,16
"Hyundai"," i10 Magna 1.2",2520,"gasoline","manual",81402,14
"Hyundai"," Creta 1.6 SX Plus Dual Tone Petrol",15300,"gasoline","manual",2500,6
"Hyundai"," Grand i10 CRDi Sportz Celebration Edition",6600,"Diesel","manual",34429,7
"Hyundai"," Grand i10 AT Asta",8496,"gasoline","automatic",23576,7
"Hyundai"," Verna 1.6 SX VTVT (O)",9336,"gasoline","manual",52191,9
"Hyundai"," i20 1.4 Asta CRDi with AVN",8100,"Diesel","manual",77076,8
"Hyundai"," i10 Magna",2820,"gasoline","manual",21000,11
"Hyundai"," i20 1.2 Sportz Option",5712,"gasoline","manual",55804,10
"Hyundai"," EON Sportz",4380,"gasoline","manual",31829,7
"Hyundai"," i20 1.2 Spotz",9360,"gasoline","manual",22684,6
"Hyundai"," Grand i10 1.2 Kappa Magna",5880,"gasoline","manual",12248,7
"Hyundai"," Grand i10 Sportz",5436,"gasoline","manual",81605,8
"Hyundai"," Verna 1.6 SX VTVT AT",7800,"gasoline","automatic",34200,10
"Hyundai"," Grand i10 1.2 Kappa Sportz",7236,"gasoline","manual",10393,6
"Hyundai"," i10 Sportz AT",4752,"gasoline","automatic",21000,11
"Hyundai"," i20 1.4 CRDi Asta",5520,"Diesel","manual",113562,13
"Hyundai"," i20 1.2 Magna Executive",7500,"gasoline","manual",58500,7
"Hyundai"," Verna CRDi SX",5100,"Diesel","manual",108242,13
"Hyundai"," i10 Era 1.1",4440,"gasoline","manual",34697,11
"Hyundai"," i20 1.2 Sportz",4800,"gasoline","manual",58000,12
"Hyundai"," Accent GLE",1080,"gasoline","manual",45200,19
"Hyundai"," Grand i10 Sportz",6768,"gasoline","manual",36840,9
"Hyundai"," Elite i20 Petrol Asta",10008,"gasoline","manual",32851,6
"Hyundai"," Grand i10 Sportz",6048,"gasoline","manual",19947,8
"Hyundai"," i20 1.2 Magna",4080,"gasoline","manual",37442,13
"Hyundai"," Grand i10 Magna",4800,"gasoline","manual",42355,10
"Hyundai"," i20 1.2 Magna Executive",8340,"gasoline","manual",28470,8
"Hyundai"," EON 1.0 Kappa Magna Plus Optional",3300,"gasoline","manual",9759,10
"Hyundai"," i20 Sportz 1.2",8100,"gasoline","manual",8000,7
"Hyundai"," Xcent 1.2 Kappa AT S Option",4800,"gasoline","automatic",53000,9
"Hyundai"," Verna 1.6 SX VTVT (O)",6300,"gasoline","manual",21107,11
"Hyundai"," Creta 1.6 SX Plus Dual Tone Petrol",15744,"gasoline","manual",19623,7
"Hyundai"," Grand i10 1.2 Kappa Asta",7212,"gasoline","manual",43041,8
"Hyundai"," Grand i10 1.2 Kappa Magna",6000,"gasoline","manual",31184,7
"Hyundai"," Verna 1.6 SX",8376,"Diesel","manual",83558,10
"Hyundai"," EON D Lite Plus",2340,"gasoline","manual",36000,11
"Hyundai"," Xcent 1.1 CRDi S",6600,"Diesel","manual",58000,9
"Hyundai"," i20 Sportz Petrol",3300,"gasoline","manual",73000,14
"Hyundai"," Elantra CRDi SX",7500,"Diesel","manual",98008,12
"Hyundai"," i20 1.2 Magna Executive",7524,"gasoline","manual",27339,5
"Hyundai"," Verna 1.6 CRDi SX",10380,"Diesel","manual",25000,7
"Hyundai"," Grand i10 Asta",4200,"gasoline","manual",37000,10
"Hyundai"," i20 Magna",3180,"gasoline","manual",37000,12
"Hyundai"," Elantra 1.6 SX Option AT",10680,"Diesel","automatic",49000,10
"Hyundai"," i20 Magna 1.4 CRDi",8400,"Diesel","manual",29000,9
"Hyundai"," i20 1.2 Magna",3240,"gasoline","manual",82000,13
"Hyundai"," i10 Sportz 1.2",2520,"gasoline","manual",77000,14
"Hyundai"," i10 Era",2400,"gasoline","manual",70000,17
"Hyundai"," Grand i10 1.2 Kappa Magna",6636,"gasoline","manual",46493,6
"Hyundai"," i10 Sportz 1.2",2340,"gasoline","manual",68000,15
"Hyundai"," i10 Era 1.1",2400,"gasoline","manual",85445,16
"Hyundai"," Xcent 1.1 CRDi Base",4440,"Diesel","manual",54000,9
"Hyundai"," i10 Sportz",3900,"gasoline","manual",60000,10
"Hyundai"," Grand i10 Sportz",6120,"gasoline","manual",1800,6
"Hyundai"," i20 Magna",3900,"gasoline","manual",100000,12
"Hyundai"," Grand i10 1.2 Kappa Sportz",6900,"gasoline","manual",9434,6
"Hyundai"," Creta 1.6 CRDi AT SX Plus",13164,"Diesel","automatic",37024,7
"Hyundai"," EON D Lite Plus",2364,"gasoline","manual",26008,10
"Hyundai"," i20 1.2 Sportz",6120,"gasoline","manual",42000,9
"Hyundai"," i10 Magna AT",3120,"gasoline","automatic",21000,15
"Hyundai"," Creta 1.6 CRDi AT SX Plus",14400,"Diesel","automatic",55100,8
"Hyundai"," i10 Magna",2940,"gasoline","manual",58235,12
"Hyundai"," i20 Asta 1.4 CRDi",8760,"Diesel","manual",44487,8
"Hyundai"," i10 Magna",3780,"gasoline","manual",34951,9
"Hyundai"," i20 Magna",3960,"gasoline","manual",54000,12
"Hyundai"," Creta 1.6 SX Plus Diesel",16020,"Diesel","manual",44865,7
"Hyundai"," Verna VTVT 1.6 SX Option",6300,"gasoline","manual",57478,11
"Hyundai"," i20 1.4 CRDi Magna",4500,"Diesel","manual",75000,13
"Hyundai"," Verna 1.6 SX CRDI (O) AT",9300,"Diesel","automatic",75000,6
"Hyundai"," i10 Sportz 1.2",2520,"gasoline","manual",62000,14
"Hyundai"," Grand i10 Sportz",6516,"gasoline","manual",26038,8
"Hyundai"," Elantra CRDi SX",10800,"Diesel","manual",125928,12
"Hyundai"," i20 1.4 CRDi Magna",4740,"Diesel","manual",71360,12
"Hyundai"," Xcent 1.2 VTVT SX",4404,"gasoline","manual",64241,10
"Hyundai"," Verna 1.6 CRDi EX MT",7968,"Diesel","manual",37451,8
"Hyundai"," Grand i10 Asta Option",6000,"gasoline","manual",25000,8
"Hyundai"," Grand i10 1.2 Kappa Magna AT",8112,"gasoline","automatic",5354,6
"Hyundai"," Santa Fe 4x4 AT",12900,"Diesel","automatic",43000,12
"Hyundai"," Grand i10 CRDi Magna",5856,"Diesel","manual",35000,9
"Hyundai"," EON Era Plus",2388,"gasoline","manual",60000,12
"Hyundai"," i10 Magna 1.2",3360,"gasoline","manual",70600,14
"Hyundai"," Grand i10 AT Asta",9120,"gasoline","automatic",22526,7
"Hyundai"," Sonata Embera 2.0L CRDi MT",5880,"Diesel","manual",65000,15
"Hyundai"," Verna 1.4 VTVT",5400,"gasoline","manual",33425,9
"Hyundai"," Creta 1.6 CRDi SX Option",14280,"Diesel","manual",41000,9
"Hyundai"," i10 Magna 1.1",2520,"gasoline","manual",62000,13
"Hyundai"," Accent GLE 1",3180,"gasoline","manual",55000,17
"Hyundai"," Verna SX CRDi AT",6540,"Diesel","automatic",71000,10
"Hyundai"," i10 Sportz 1.2",4380,"gasoline","manual",45000,12
"Hyundai"," Grand i10 1.2 Kappa Asta",7068,"gasoline","manual",37429,8
"Hyundai"," Santro LP zipPlus",2316,"gasoline","manual",52146,20
"Hyundai"," Grand i10 1.2 Kappa Sportz",5160,"gasoline","manual",20780,9
"Hyundai"," Creta 1.6 CRDi SX",11940,"Diesel","manual",83950,9
"Hyundai"," Elite i20 Asta Option",9036,"gasoline","manual",59450,7
"Hyundai"," i10 Sportz",3000,"gasoline","manual",84000,16
"Hyundai"," Santa Fe 2WD AT",11400,"Diesel","automatic",86000,12
"Hyundai"," i20 1.4 CRDi Magna",4680,"Diesel","manual",51000,12
"Hyundai"," EON D Lite Plus",4104,"gasoline","manual",31412,9
"Hyundai"," EON D Lite Plus",4428,"gasoline","manual",54884,11
"Hyundai"," Creta 1.6 SX Option",13200,"gasoline","manual",24347,8
"Hyundai"," i20 1.4 CRDi Magna",3288,"Diesel","manual",60000,12
"Hyundai"," Verna 1.6 SX",4800,"Diesel","manual",92000,12
"Hyundai"," Tucson 2.0 Dual VTVT 2WD AT GL",21300,"gasoline","automatic",13000,8
"Hyundai"," i20 1.2 Era",4080,"gasoline","manual",35000,9
