"car_brand","car_model","car_price","car_fuel","car_transmission","car_mileage","car_age"
"Audi","TT",2735000,"gasoline","automatic",14262,"10"
"Audi","A6",2156000,"diesel","automatic",57456,"10"
"Audi","A4",1400000,"diesel","automatic",36000,"11"
"Audi","Q7",6700000,"diesel","automatic",20002,"8"
"Audi","A7",2875000,"diesel","automatic",42000,"13"
"Audi","Q3",2700000,"diesel","automatic",45000,"8"
"Audi","Q5",3950000,"diesel","automatic",43000,"8"
"Audi","Q5",4400000,"diesel","automatic",25000,"10"
"Audi","Q7",4800000,"diesel","automatic",21000,"9"
"Audi","Q7",7294000,"diesel","automatic",6773,"5"
"Audi","Q7",1199000,"gasoline","automatic",71000,"16"
"Audi","A4",2474000,"diesel","automatic",68193,"8"
"Audi","Q5",3295000,"diesel","automatic",11964,"9"
"Audi","Q3",2803000,"diesel","automatic",58661,"8"
"Audi","A4",2450000,"diesel","automatic",21000,"10"
"Audi","Q5",3500000,"diesel","automatic",56000,"9"
"Audi","Q5",3895000,"diesel","automatic",38000,"10"
"Audi","A4",1035000,"diesel","automatic",60000,"12"
"Audi","A7",2494000,"diesel","automatic",60336,"10"
"Audi","A4",1611000,"diesel","automatic",46913,"12"
"Audi","A6",2012000,"diesel","automatic",62012,"10"
"Audi","A4",1319000,"diesel","automatic",45330,"11"
"Audi","Q5",3947000,"diesel","automatic",42747,"9"
"Audi","A4",1800000,"diesel","automatic",70000,"10"
"Audi","A3",2250000,"diesel","automatic",22000,"7"
"Audi","A4",1750000,"diesel","automatic",82002,"11"
"Audi","Q5",2300000,"diesel","automatic",53000,"13"
"Audi","A4",1350000,"diesel","automatic",44555,"12"
"Audi","A4",1450000,"diesel","automatic",67000,"11"
"Audi","A4",2500000,"diesel","automatic",24000,"10"
"Audi","A6",895000,"diesel","automatic",30000,"15"
"Audi","A4",1450000,"diesel","automatic",105000,"13"
"Audi","A4",1350000,"diesel","automatic",45200,"11"
"Audi","Q3",1900000,"diesel","automatic",110000,"9"
"Audi","A4",2500000,"diesel","automatic",50000,"9"
"Audi","Q7",3650000,"diesel","automatic",88000,"12"
"Audi","Q5",1500000,"diesel","automatic",74500,"12"
"Audi","A6",2502000,"diesel","automatic",66882,"10"
"Audi","A4",1200000,"gasoline","automatic",38000,"13"
"Audi","A6",1850000,"diesel","automatic",58000,"10"
"Audi","A4",2400000,"diesel","automatic",60000,"10"
"Audi","A4",1550000,"diesel","automatic",87000,"11"
"Audi","A6",2100000,"diesel","automatic",50000,"13"
"Audi","A4",1395000,"diesel","automatic",85000,"13"
"Audi","Q3",1825000,"diesel","automatic",48000,"9"
"Audi","A4",2800000,"diesel","automatic",11000,"8"
"Audi","Q7",3900000,"diesel","automatic",79000,"12"
"Audi","A4",2575000,"diesel","automatic",39644,"8"
"Audi","Q7",2200000,"diesel","automatic",98000,"13"
"Audi","Q7",5311000,"diesel","automatic",28733,"8"
"Audi","A4",2345000,"diesel","automatic",21979,"9"
"Audi","A4",2004000,"diesel","automatic",57773,"10"
"Audi","Q7",5250000,"diesel","automatic",21000,"9"
"Audi","A4",850000,"gasoline","automatic",38001,"14"
"Audi","Q5",3500000,"diesel","automatic",50000,"10"
"Audi","A6",1050000,"gasoline","automatic",41000,"16"
"Audi","A8",1350000,"diesel","automatic",55000,"15"
"Audi","Q3",2750000,"diesel","automatic",51000,"9"
"Audi","A6",1150000,"diesel","automatic",45000,"16"
"Audi","Q3",1875000,"diesel","automatic",48000,"9"
"Audi","Q7",3900000,"diesel","automatic",72132,"8"
"Audi","A6",2057000,"diesel","automatic",70998,"11"
"Audi","A6",2400000,"diesel","automatic",56000,"10"
"Audi","A6",2500000,"diesel","automatic",62000,"10"
"Audi","A4",2050000,"diesel","automatic",53000,"10"
"Audi","A6",2250000,"diesel","automatic",90000,"11"
"Audi","Q7",3488000,"diesel","automatic",51076,"10"
"Audi","A6",2900000,"diesel","automatic",50001,"12"
"Audi","Q5",3250000,"diesel","automatic",44000,"11"
"Audi","A7",2800000,"diesel","automatic",24720,"12"
"Audi","A4",2531000,"diesel","automatic",32205,"9"
"Audi","A4",2173000,"gasoline","automatic",61221,"7"
"Audi","A4",1025000,"diesel","automatic",69000,"12"
"Audi","Q3",2700000,"diesel","automatic",31000,"7"
"Audi","A4",1450000,"diesel","automatic",60001,"11"
"Audi","Q3",2900000,"diesel","automatic",38000,"9"
"Audi","A4",950000,"gasoline","automatic",53000,"13"
"Audi","A6",1650000,"diesel","automatic",27090,"12"
"Audi","A6",2425000,"diesel","automatic",42000,"9"
"Audi","A4",2250000,"diesel","automatic",40000,"10"
"Audi","Q7",2855000,"diesel","automatic",91743,"12"
"Audi","A4",1850000,"diesel","automatic",74002,"12"
"Audi","A4",2564000,"diesel","automatic",39237,"8"
"Audi","A6",3984000,"diesel","automatic",36824,"7"
"Audi","A6",8e+05,"diesel","automatic",78000,"15"
"Audi","A4",1600000,"diesel","automatic",60000,"12"
"Audi","Q5",3683000,"diesel","automatic",43827,"7"
"Audi","A6",1667000,"diesel","automatic",54862,"10"
"Audi","A4",1e+06,"diesel","automatic",59000,"14"
"Audi","A4",1750000,"diesel","automatic",40000,"10"
"Audi","A4",2375000,"diesel","automatic",58970,"9"
"Audi","Q5",2571000,"diesel","automatic",87652,"10"
"Audi","A6",1150000,"diesel","automatic",112719,"13"
"Audi","A6",4150000,"gasoline","automatic",22000,"6"
"Audi","A4",1825000,"diesel","automatic",76000,"11"
"Audi","Q7",4876000,"diesel","automatic",32545,"8"
"Audi","A4",1800000,"gasoline","automatic",125000,"12"
"Audi","Q3",2150000,"diesel","automatic",65000,"10"
"Audi","RS5",4050000,"gasoline","automatic",23312,"11"
"Audi","Q5",2964000,"diesel","automatic",60146,"9"
"Audi","A4",2502000,"diesel","automatic",35463,"9"
"Audi","Q5",2150000,"diesel","automatic",71000,"11"
"Audi","Q5",3600000,"diesel","automatic",63000,"9"
"Audi","A4",798000,"diesel","automatic",88000,"15"
"Audi","Q3",2375000,"diesel","automatic",28000,"9"
"Audi","Q5",2900000,"diesel","automatic",53900,"10"
"Audi","Q3",3273000,"diesel","automatic",22060,"6"
"Audi","A4",2166000,"diesel","automatic",13506,"9"
"Audi","Q5",3450000,"diesel","automatic",63000,"9"
"Audi","A6",1980000,"diesel","automatic",56500,"11"
"Audi","Q7",3252000,"diesel","automatic",72469,"10"
"Audi","Q7",5022000,"diesel","automatic",45180,"8"
"Audi","A4",1100000,"diesel","automatic",58000,"13"
"Audi","Q7",4800000,"diesel","automatic",50000,"9"
"Audi","A6",1750000,"diesel","automatic",50000,"12"
"Audi","A4",2500000,"diesel","automatic",60000,"9"
"Audi","Q7",4500000,"diesel","automatic",60000,"10"
"Audi","A6",808000,"diesel","automatic",52830,"15"
"Audi","Q7",3050000,"diesel","automatic",102865,"10"
"Audi","Q7",4750000,"diesel","automatic",50000,"9"
"Audi","A4",1020000,"diesel","automatic",60000,"12"
"Audi","Q5",3872000,"diesel","automatic",47293,"8"
"Audi","Q7",1751000,"diesel","automatic",73000,"14"
"Audi","Q3",1900000,"diesel","automatic",105000,"11"
"Audi","A4",3291000,"diesel","automatic",38163,"5"
"Audi","Q3",3193000,"diesel","automatic",42366,"7"
"Audi","A4",2300000,"diesel","automatic",13000,"9"
"Audi","A6",750000,"diesel","automatic",50000,"16"
"Audi","A4",2700000,"diesel","automatic",30000,"9"
"Audi","Q3",2350000,"diesel","automatic",42000,"8"
"Audi","A6",1150000,"diesel","automatic",35010,"14"
"Audi","A3",1925000,"diesel","automatic",20003,"8"
"Audi","Q5",2368000,"diesel","automatic",80127,"11"
"Audi","A4",1950000,"diesel","automatic",52000,"11"
"Audi","A4",4300000,"diesel","automatic",14000,"7"
"Audi","A4",1625000,"diesel","automatic",88000,"11"
"Audi","A4",975000,"diesel","automatic",17000,"16"
"Audi","A6",3600000,"diesel","automatic",50000,"9"
"Audi","Q7",5169000,"diesel","automatic",56238,"9"
"Audi","A4",2437000,"diesel","automatic",28469,"10"
"Audi","A3",1890000,"diesel","automatic",39000,"8"
"Audi","Q7",6800000,"diesel","automatic",59500,"7"
"Audi","A4",2600000,"diesel","automatic",29000,"10"
"Audi","Q5",1e+06,"gasoline","automatic",99100,"15"
"Audi","A4",2581000,"diesel","automatic",44811,"9"
"Audi","Q5",2500000,"diesel","automatic",44999,"10"
"Audi","A4",1750000,"gasoline","automatic",80000,"12"
"Audi","Q7",3141000,"diesel","automatic",118218,"10"
"Audi","Q3",2200000,"diesel","automatic",60000,"11"
"Audi","A4",1800000,"diesel","automatic",54000,"13"
"Audi","A4",1625000,"diesel","automatic",88000,"12"
"Audi","Q5",2900000,"diesel","automatic",72000,"11"
"Audi","Q7",3790000,"diesel","automatic",45000,"10"
"Audi","A4",1521000,"diesel","automatic",55730,"10"
"Audi","Q7",4979000,"diesel","automatic",31075,"8"
"Audi","Q5",2549000,"diesel","automatic",52000,"9"
"Audi","A6",3550000,"diesel","automatic",20000,"9"
"Audi","Q3",2300000,"diesel","automatic",63716,"11"
"Audi","A4",2575000,"diesel","automatic",29063,"10"
"Audi","Q7",3200000,"diesel","automatic",58000,"10"
"Audi","A4",995000,"diesel","automatic",46000,"15"
"Audi","A6",3200000,"diesel","automatic",37500,"9"
"Audi","A4",850000,"diesel","automatic",46000,"15"
"Audi","A4",2450000,"diesel","automatic",30000,"10"
"Audi","Q5",2564000,"diesel","automatic",12467,"11"
"Audi","Q5",1800000,"gasoline","automatic",59967,"13"
"Audi","A4",2250000,"diesel","automatic",37600,"10"
"Audi","A6",2100000,"diesel","automatic",85000,"11"
"Audi","Q7",4283000,"diesel","automatic",55662,"9"
"Audi","A4",2200000,"diesel","automatic",40000,"10"
"Audi","A6",3592000,"diesel","automatic",55975,"7"
"Audi","A4",975000,"diesel","automatic",57000,"13"
"Audi","Q5",4552000,"diesel","automatic",29091,"6"
"Audi","Q3",2175000,"diesel","automatic",65630,"10"
"Audi","A4",1652000,"diesel","automatic",58629,"11"
"Audi","A6",1756000,"diesel","automatic",91903,"11"
"Mercedes-Benz","C-Class",2800000,"diesel","automatic",78500,"10"
"Mercedes-Benz","M-Class",2800000,"diesel","automatic",85000,"11"
"Mercedes-Benz","C-Class",2670000,"gasoline","automatic",58000,"9"
"Mercedes-Benz","C-Class",1e+06,"diesel","manual",65000,"13"
"Mercedes-Benz","C-Class",3567000,"diesel","automatic",15369,"5"
"Mercedes-Benz","B-Class",1675000,"diesel","automatic",53753,"10"
"Mercedes-Benz","C-Class",935000,"gasoline","automatic",28352,"15"
"Mercedes-Benz","SLC",5400000,"gasoline","automatic",13372,"7"
"Mercedes-Benz","C-Class",1795000,"diesel","automatic",44965,"10"
"Mercedes-Benz","S-Class",3e+06,"gasoline","automatic",35277,"14"
"Mercedes-Benz","B-Class",1125000,"gasoline","automatic",29000,"11"
"Mercedes-Benz","C-Class",3366000,"diesel","automatic",23550,"7"
"Mercedes-Benz","GLC",4250000,"diesel","automatic",44414,"8"
"Mercedes-Benz","E-Class",3200000,"diesel","automatic",37382,"10"
"Mercedes-Benz","B-Class",1196000,"gasoline","automatic",37245,"10"
"Mercedes-Benz","C-Class",1050000,"gasoline","automatic",30500,"14"
"Mercedes-Benz","C-Class",3941000,"diesel","automatic",29161,"6"
"Mercedes-Benz","C-Class",1812000,"diesel","automatic",55980,"9"
"Mercedes-Benz","GLE",6129000,"diesel","automatic",29819,"7"
"Mercedes-Benz","C-Class",1800000,"diesel","manual",57000,"10"
"Mercedes-Benz","C-Class",1864000,"diesel","automatic",77771,"9"
"Mercedes-Benz","A-Class",2026000,"diesel","automatic",48000,"9"
"Mercedes-Benz","GLE",5700000,"diesel","automatic",29000,"7"
"Mercedes-Benz","A-Class",2e+06,"diesel","automatic",38000,"9"
"Mercedes-Benz","C-Class",2600000,"diesel","manual",25000,"10"
"Mercedes-Benz","E-Class",2650000,"diesel","automatic",59364,"10"
"Mercedes-Benz","B-Class",1177000,"gasoline","automatic",41380,"10"
"Mercedes-Benz","E-Class",3700000,"diesel","automatic",33900,"7"
"Mercedes-Benz","S-Class",6281000,"diesel","automatic",56451,"7"
"Mercedes-Benz","GL-Class",2800000,"diesel","automatic",85001,"14"
"Mercedes-Benz","C-Class",1900000,"diesel","automatic",35299,"11"
"Mercedes-Benz","GLC",7099000,"gasoline","automatic",22397,"6"
"Mercedes-Benz","C-Class",850000,"gasoline","automatic",50000,"13"
"Mercedes-Benz","E-Class",5143000,"gasoline","automatic",26405,"6"
"Mercedes-Benz","C-Class",2300000,"diesel","manual",45000,"10"
"Mercedes-Benz","GLS",5600000,"diesel","automatic",129000,"7"
"Mercedes-Benz","A-Class",1858000,"diesel","automatic",35437,"8"
"Mercedes-Benz","S-Class",1850000,"diesel","automatic",137000,"14"
"Mercedes-Benz","E-Class",929000,"diesel","automatic",80464,"15"
"Mercedes-Benz","E-Class",1075000,"gasoline","automatic",50645,"14"
"Mercedes-Benz","C-Class",3899000,"gasoline","automatic",13190,"5"
"Mercedes-Benz","S-Class",1900000,"gasoline","automatic",47088,"18"
"Mercedes-Benz","GLC",4850000,"diesel","automatic",10003,"6"
"Mercedes-Benz","E-Class",1250000,"gasoline","automatic",61000,"13"
"Mercedes-Benz","C-Class",3793000,"diesel","automatic",25559,"7"
"Mercedes-Benz","C-Class",925000,"diesel","automatic",39037,"17"
"Mercedes-Benz","SLK",5554000,"gasoline","automatic",22732,"8"
"Mercedes-Benz","E-Class",3600000,"diesel","automatic",34000,"7"
"Mercedes-Benz","M-Class",3e+06,"diesel","automatic",120000,"10"
"Mercedes-Benz","C-Class",1900000,"diesel","automatic",86000,"12"
"Mercedes-Benz","E-Class",3194000,"diesel","automatic",43368,"7"
"Mercedes-Benz","C-Class",1546000,"gasoline","automatic",56778,"10"
"Mercedes-Benz","C-Class",3947000,"diesel","automatic",36797,"6"
"Mercedes-Benz","A-Class",1400000,"diesel","automatic",37000,"11"
"Mercedes-Benz","E-Class",1580000,"diesel","automatic",70000,"11"
"Mercedes-Benz","SLK",5500000,"gasoline","automatic",10000,"9"
"Mercedes-Benz","GLE",5600000,"diesel","automatic",21000,"8"
"Mercedes-Benz","E-Class",1390000,"diesel","automatic",47000,"13"
"Mercedes-Benz","E-Class",5029000,"diesel","automatic",56652,"6"
"Mercedes-Benz","C-Class",975000,"gasoline","automatic",48000,"13"
"Mercedes-Benz","E-Class",2180000,"diesel","automatic",42076,"9"
"Mercedes-Benz","C-Class",2700000,"diesel","automatic",58205,"8"
"Mercedes-Benz","C-Class",914000,"gasoline","automatic",71703,"13"
"Mercedes-Benz","C-Class",3e+06,"diesel","automatic",50000,"9"
"Mercedes-Benz","C-Class",3950000,"diesel","automatic",8682,"6"
"Mercedes-Benz","CLA",2825000,"diesel","automatic",13689,"7"
"Mercedes-Benz","C-Class",1656000,"diesel","automatic",63983,"9"
"Mercedes-Benz","A-Class",1600000,"gasoline","automatic",11000,"9"
"Mercedes-Benz","GL-Class",3875000,"diesel","automatic",85000,"10"
"Mercedes-Benz","C-Class",895000,"diesel","automatic",49000,"14"
"Mercedes-Benz","E-Class",5135000,"gasoline","automatic",20446,"6"
"Mercedes-Benz","E-Class",2450000,"diesel","automatic",34700,"11"
"Mercedes-Benz","C-Class",1565000,"diesel","automatic",64000,"10"
"Mercedes-Benz","E-Class",1650000,"gasoline","automatic",83000,"14"
"Mercedes-Benz","E-Class",3042000,"gasoline","manual",35939,"8"
"Mercedes-Benz","C-Class",950000,"diesel","automatic",39000,"14"
"Mercedes-Benz","B-Class",1157000,"gasoline","automatic",42070,"10"
"Mercedes-Benz","E-Class",6950000,"diesel","automatic",15000,"7"
"Mercedes-Benz","E-Class",3225000,"diesel","automatic",36884,"7"
"Mercedes-Benz","C-Class",1700000,"diesel","automatic",87000,"11"
"Mercedes-Benz","E-Class",2400000,"diesel","automatic",40000,"10"
"Mercedes-Benz","C-Class",3250000,"diesel","automatic",51944,"8"
"Mercedes-Benz","M-Class",4300000,"diesel","automatic",33000,"10"
"Mercedes-Benz","C-Class",1350000,"gasoline","automatic",45000,"13"
"Mercedes-Benz","E-Class",4200000,"diesel","automatic",41493,"9"
"Mercedes-Benz","A-Class",2500000,"diesel","automatic",50000,"7"
"Mercedes-Benz","C-Class",1175000,"gasoline","manual",65000,"14"
"Mercedes-Benz","C-Class",2700000,"diesel","automatic",51355,"10"
"Mercedes-Benz","S-Class",2200000,"diesel","automatic",42000,"15"
"Mercedes-Benz","C-Class",1450000,"gasoline","automatic",40000,"13"
"Mercedes-Benz","GL-Class",4900000,"diesel","automatic",52000,"10"
"Mercedes-Benz","E-Class",2998000,"diesel","automatic",38730,"8"
"Mercedes-Benz","C-Class",1150000,"gasoline","automatic",29813,"13"
"Mercedes-Benz","E-Class",2325000,"diesel","automatic",46000,"10"
"Mercedes-Benz","E-Class",1060000,"diesel","automatic",92239,"13"
"Mercedes-Benz","GL-Class",3600000,"diesel","automatic",46000,"11"
"Mercedes-Benz","C-Class",1015000,"gasoline","automatic",36000,"13"
"Mercedes-Benz","E-Class",2450000,"diesel","automatic",52000,"10"
"Mercedes-Benz","C-Class",3478000,"diesel","automatic",32642,"7"
"Mercedes-Benz","GLE",7080000,"diesel","automatic",40129,"6"
"Mercedes-Benz","M-Class",2225000,"diesel","automatic",51000,"12"
"Mercedes-Benz","M-Class",3800000,"diesel","automatic",69000,"9"
"Mercedes-Benz","C-Class",6e+05,"gasoline","automatic",220000,"17"
"Mercedes-Benz","E-Class",2900000,"diesel","automatic",29000,"11"
"Mercedes-Benz","M-Class",3600000,"diesel","automatic",83000,"12"
"Mercedes-Benz","GLE",6487000,"diesel","automatic",33552,"7"
"Mercedes-Benz","A-Class",1725000,"gasoline","automatic",17000,"8"
"Mercedes-Benz","GLS",7900000,"diesel","automatic",6000,"6"
"Mercedes-Benz","C-Class",1849000,"diesel","automatic",41367,"12"
"Mercedes-Benz","E-Class",550000,"gasoline","automatic",85000,"20"
"Mercedes-Benz","S-Class",999000,"gasoline","automatic",55000,"17"
"Mercedes-Benz","E-Class",2300000,"diesel","automatic",45200,"11"
"Mercedes-Benz","C-Class",3050000,"diesel","automatic",32324,"7"
"Mercedes-Benz","A-Class",2350000,"diesel","automatic",35000,"7"
"Mercedes-Benz","C-Class",1250000,"diesel","automatic",62000,"11"
"Mercedes-Benz","C-Class",2350000,"diesel","automatic",21000,"11"
"Mercedes-Benz","E-Class",5e+05,"diesel","manual",121000,"23"
"Mercedes-Benz","GL-Class",4100000,"diesel","automatic",79000,"10"
"Mercedes-Benz","E-Class",2200000,"gasoline","automatic",25000,"13"
"Mercedes-Benz","SLC",8396000,"gasoline","automatic",2526,"5"
"Mercedes-Benz","E-Class",2100000,"diesel","automatic",85000,"11"
"Mercedes-Benz","GLE",5673000,"diesel","automatic",25601,"7"
"Mercedes-Benz","C-Class",3945000,"diesel","automatic",24465,"6"
"Mercedes-Benz","C-Class",3850000,"diesel","automatic",14470,"7"
"Mercedes-Benz","E-Class",2960000,"diesel","automatic",46936,"8"
"Mercedes-Benz","E-Class",1e+06,"diesel","automatic",54000,"19"
"Mercedes-Benz","C-Class",1450000,"diesel","automatic",40100,"11"
"Mercedes-Benz","M-Class",3500000,"diesel","automatic",52000,"8"
"Mercedes-Benz","M-Class",2258000,"diesel","automatic",63888,"12"
"Mercedes-Benz","E-Class",7880000,"diesel","automatic",9312,"5"
"Mercedes-Benz","A-Class",2890000,"diesel","automatic",10000,"6"
"Mercedes-Benz","A-Class",2500000,"gasoline","automatic",23000,"8"
"Mercedes-Benz","C-Class",1036000,"diesel","manual",50135,"16"
"Mercedes-Benz","CLA",2600000,"gasoline","automatic",25000,"8"
"Mercedes-Benz","M-Class",4561000,"diesel","automatic",23218,"8"
"Mercedes-Benz","A-Class",1806000,"diesel","automatic",72524,"7"
"Mercedes-Benz","C-Class",1150000,"gasoline","automatic",51000,"13"
"Mercedes-Benz","B-Class",2028000,"diesel","automatic",43812,"7"
"Mercedes-Benz","C-Class",3922000,"diesel","automatic",23152,"6"
"Mercedes-Benz","GLC",4500000,"diesel","automatic",25000,"7"
"Mercedes-Benz","CLA",2743000,"diesel","automatic",23106,"7"
"Mercedes-Benz","C-Class",3850000,"diesel","automatic",20149,"7"
"Mercedes-Benz","E-Class",5650000,"diesel","automatic",11000,"6"
"Mercedes-Benz","C-Class",1e+06,"gasoline","automatic",29000,"15"
"Mercedes-Benz","CLA",2787000,"diesel","automatic",20969,"7"
"Mercedes-Benz","E-Class",7015000,"diesel","automatic",21603,"6"
"Mercedes-Benz","C-Class",1150000,"diesel","automatic",74213,"14"
"Mercedes-Benz","CLA",2715000,"gasoline","automatic",24733,"7"
"Mercedes-Benz","C-Class",1425000,"diesel","manual",81456,"11"
"Mercedes-Benz","E-Class",2950000,"diesel","automatic",39500,"8"
"Mercedes-Benz","A-Class",1755000,"diesel","automatic",54000,"9"
"Mercedes-Benz","C-Class",3962000,"diesel","automatic",20604,"6"
"Mercedes-Benz","C-Class",1925000,"diesel","automatic",49000,"12"
"Mercedes-Benz","GLE",5929000,"diesel","automatic",30706,"6"
"Mercedes-Benz","GLE",6495000,"diesel","automatic",19863,"7"
"Mercedes-Benz","B-Class",1625000,"diesel","automatic",36000,"10"
"Mercedes-Benz","C-Class",1390000,"diesel","automatic",90000,"13"
"Mercedes-Benz","E-Class",1100000,"diesel","automatic",75000,"17"
"Mercedes-Benz","E-Class",850000,"diesel","automatic",68333,"16"
"Mercedes-Benz","C-Class",1422000,"diesel","automatic",63000,"12"
"Mercedes-Benz","C-Class",1850000,"diesel","manual",51000,"11"
"Mercedes-Benz","C-Class",3951000,"diesel","automatic",10714,"6"
"Mercedes-Benz","C-Class",1550000,"diesel","automatic",78616,"10"
"Mercedes-Benz","E-Class",1750000,"diesel","automatic",93000,"14"
"Mercedes-Benz","C-Class",3750000,"diesel","automatic",11200,"7"
"Mercedes-Benz","GL-Class",5600000,"diesel","automatic",16000,"8"
"Mercedes-Benz","E-Class",1040000,"gasoline","automatic",73000,"14"
"Mercedes-Benz","E-Class",2463000,"diesel","automatic",41057,"9"
"Mercedes-Benz","E-Class",2275000,"diesel","automatic",81000,"10"
"Mercedes-Benz","C-Class",2850000,"diesel","automatic",15000,"9"
"Mercedes-Benz","A-Class",1750000,"diesel","automatic",48300,"9"
"Mercedes-Benz","M-Class",4922000,"diesel","automatic",22769,"8"
"Mercedes-Benz","E-Class",7e+05,"gasoline","automatic",62000,"16"
"Mercedes-Benz","E-Class",2341000,"diesel","automatic",59630,"9"
"Mercedes-Benz","E-Class",1300000,"diesel","automatic",70000,"13"
"Mercedes-Benz","E-Class",4800000,"gasoline","automatic",7501,"9"
"Mercedes-Benz","GLE",5965000,"diesel","automatic",29277,"6"
"Mercedes-Benz","A-Class",1100000,"diesel","automatic",34000,"11"
"Mercedes-Benz","C-Class",1199000,"diesel","automatic",107000,"14"
"Mercedes-Benz","CLA",2575000,"diesel","automatic",29836,"5"
"Mercedes-Benz","M-Class",1075000,"diesel","automatic",66000,"15"
"Mercedes-Benz","E-Class",1250000,"diesel","automatic",130923,"14"
"Mercedes-Benz","R-Class",2800000,"diesel","automatic",46000,"14"
"Mercedes-Benz","A-Class",1975000,"diesel","automatic",8000,"10"
"Mercedes-Benz","M-Class",2775000,"diesel","automatic",58589,"9"
"Mercedes-Benz","C-Class",1450000,"diesel","automatic",80578,"11"
"Mercedes-Benz","S-Class",2500000,"diesel","automatic",98000,"15"
"Mercedes-Benz","CLA",3077000,"diesel","automatic",13414,"5"
"Mercedes-Benz","A-Class",1950000,"diesel","automatic",52000,"10"
"Mercedes-Benz","S-Class",3200000,"diesel","automatic",29000,"14"
"Mercedes-Benz","C-Class",1250000,"gasoline","automatic",64000,"13"
"Mercedes-Benz","E-Class",465000,"diesel","automatic",102000,"19"
"Mercedes-Benz","E-Class",3528000,"diesel","automatic",39753,"8"
"Mercedes-Benz","C-Class",3600000,"diesel","automatic",10000,"7"
"Mercedes-Benz","GLC",5097000,"diesel","automatic",29311,"5"
"Mercedes-Benz","E-Class",3072000,"diesel","automatic",73187,"9"
"Mercedes-Benz","M-Class",1375000,"diesel","automatic",53000,"15"
"Mercedes-Benz","A-Class",2600000,"diesel","automatic",30000,"10"
"Mercedes-Benz","E-Class",390000,"diesel","automatic",55300,"26"
"Mercedes-Benz","E-Class",999000,"diesel","automatic",85000,"15"
