"car_brand","car_model","car_price","car_fuel","car_transmission","car_mileage","car_age"
"Kia","Seltos",1300000,"diesel","automatic",10000,"6"
"Hyundai","Verna",6e+05,"diesel","manual",100000,"13"
"Hyundai","Xcent",550000,"gasoline","manual",25000,"9"
"Hyundai","Creta",850000,"gasoline","manual",25000,"10"
"Hyundai","Verna",6e+05,"diesel","manual",100000,"13"
"Hyundai","Xcent",550000,"gasoline","manual",25000,"9"
"Hyundai","Creta",850000,"gasoline","manual",25000,"10"
"Hyundai","Venue",1195000,"diesel","manual",5000,"6"
"Hyundai","i10",229999,"gasoline","manual",60000,"11"
"Hyundai","Elantra",625000,"diesel","manual",40000,"13"
"Hyundai","Santro",150000,"gasoline","manual",79000,"16"
"Hyundai","i10",5e+05,"gasoline","manual",15000,"6"
"Hyundai","i20",750000,"diesel","manual",29000,"7"
"Hyundai","i20",465000,"diesel","manual",70000,"11"
"Hyundai","EON",240000,"gasoline","manual",73300,"11"
"Hyundai","EON",3e+05,"gasoline","manual",31000,"7"
"Hyundai","i10",248000,"gasoline","manual",63000,"15"
"Hyundai","Getz",80000,"gasoline","manual",120000,"20"
"Hyundai","i10",450000,"diesel","manual",80000,"10"
"Hyundai","Elite",650000,"diesel","manual",25000,"6"
"Hyundai","Creta",1025000,"gasoline","manual",9000,"8"
"Hyundai","Santro",80000,"gasoline","manual",58000,"18"
"Hyundai","Sonata",6e+05,"diesel","manual",100000,"15"
"Hyundai","Elite",750000,"gasoline","manual",15000,"6"
"Hyundai","Creta",780000,"diesel","manual",60000,"9"
"Hyundai","Verna",690000,"gasoline","automatic",80000,"9"
"Hyundai","Creta",840000,"diesel","manual",70000,"9"
"Hyundai","i10",229999,"gasoline","manual",40000,"10"
"Hyundai","EON",2e+05,"gasoline","manual",70000,"10"
"Hyundai","Santro",75000,"gasoline","manual",57000,"22"
"Hyundai","EON",280000,"gasoline","manual",3240,"12"
"Hyundai","i20",540000,"gasoline","manual",5000,"10"
"Hyundai","i20",7e+05,"gasoline","manual",10000,"7"
"Hyundai","i20",430000,"diesel","manual",80000,"9"
"Hyundai","Santro",65000,"gasoline","manual",70000,"23"
"Hyundai","Santro",75000,"gasoline","manual",114000,"18"
"Hyundai","Getz",210000,"gasoline","manual",53772,"17"
"Hyundai","EON",170000,"gasoline","manual",60000,"13"
"Hyundai","i10",350000,"gasoline","automatic",50000,"14"
"Hyundai","Santro",70000,"gasoline","manual",110000,"19"
"Hyundai","i20",6e+05,"gasoline","manual",25000,"9"
"Hyundai","i20",280000,"gasoline","manual",110000,"16"
"Hyundai","i20",280000,"gasoline","manual",110000,"13"
"Hyundai","EON",265000,"gasoline","manual",55000,"11"
"Hyundai","i20",385000,"diesel","manual",58000,"13"
"Hyundai","EON",235000,"gasoline","manual",54000,"13"
"Hyundai","Verna",120000,"gasoline","manual",90000,"17"
"Hyundai","i20",7e+05,"gasoline","manual",10000,"8"
"Hyundai","i10",390000,"gasoline","manual",90000,"10"
"Hyundai","i10",175000,"gasoline","manual",139000,"14"
"Hyundai","i10",465000,"diesel","manual",25000,"7"
"Hyundai","i10",5e+05,"gasoline","manual",32000,"7"
"Hyundai","Elite",8e+05,"gasoline","manual",11240,"6"
"Hyundai","i10",490000,"diesel","manual",66000,"8"
"Hyundai","Santro",290000,"gasoline","manual",49000,"12"
"Hyundai","i20",680000,"diesel","manual",44000,"8"
"Hyundai","i20",180000,"diesel","manual",60000,"16"
"Hyundai","Getz",130000,"gasoline","manual",80000,"19"
"Hyundai","i20",650000,"gasoline","manual",20000,"7"
"Hyundai","i20",3e+05,"gasoline","manual",50000,"16"
"Hyundai","i20",270000,"gasoline","manual",110000,"15"
"Hyundai","Verna",550000,"diesel","manual",29000,"12"
"Hyundai","EON",229999,"gasoline","manual",30000,"7"
"Hyundai","EON",160000,"gasoline","manual",70000,"10"
"Hyundai","i10",250000,"gasoline","manual",50000,"16"
"Hyundai","Verna",5e+05,"gasoline","manual",25000,"10"
"Hyundai","i10",5e+05,"gasoline","manual",50000,"8"
"Hyundai","i10",345000,"gasoline","manual",44000,"12"
"Hyundai","Verna",9e+05,"diesel","manual",24000,"7"
"Hyundai","i20",575000,"gasoline","manual",20000,"8"
"Hyundai","Verna",9e+05,"diesel","manual",25000,"7"
"Hyundai","i10",350000,"gasoline","manual",25000,"9"
"Hyundai","i10",755000,"diesel","manual",8000,"6"
"Hyundai","Xcent",350000,"diesel","manual",70000,"10"
"Hyundai","EON",2e+05,"gasoline","manual",46000,"13"
"Hyundai","i20",250000,"gasoline","manual",40000,"15"
"Hyundai","i10",6e+05,"gasoline","manual",10000,"6"
"Hyundai","i20",595000,"gasoline","manual",33100,"8"
"Hyundai","EON",190000,"gasoline","manual",40000,"11"
"Hyundai","Santro",50000,"gasoline","manual",120000,"26"
"Hyundai","Santro",350000,"gasoline","manual",30000,"6"
"Hyundai","Verna",330000,"gasoline","manual",80577,"8"
"Hyundai","Verna",3e+05,"diesel","manual",127500,"14"
"Hyundai","EON",235000,"gasoline","manual",40903,"10"
"Hyundai","i10",4e+05,"gasoline","manual",61690,"10"
"Hyundai","i20",6e+05,"gasoline","manual",64484,"10"
"Hyundai","i20",6e+05,"gasoline","manual",30000,"9"
"Hyundai","Santro",5e+05,"gasoline","manual",1250,"6"
"Hyundai","Verna",195000,"diesel","manual",90000,"17"
"Hyundai","EON",2e+05,"gasoline","manual",24005,"12"
"Hyundai","i10",120000,"gasoline","manual",120000,"16"
"Hyundai","i20",6e+05,"gasoline","manual",61000,"9"
"Hyundai","i10",270000,"gasoline","manual",27633,"16"
"Hyundai","Creta",850000,"diesel","manual",84000,"10"
"Hyundai","Verna",484999,"diesel","manual",65000,"12"
"Hyundai","Tucson",1650000,"diesel","manual",55000,"8"
"Hyundai","EON",295000,"gasoline","manual",21000,"10"
"Hyundai","Creta",1475000,"gasoline","automatic",11700,"7"
"Hyundai","Verna",1100000,"gasoline","automatic",10000,"8"
"Hyundai","Verna",760000,"gasoline","manual",55340,"10"
"Hyundai","Creta",1150000,"diesel","automatic",54634,"10"
"Hyundai","Creta",535000,"diesel","manual",52600,"9"
"Hyundai","i10",550000,"gasoline","automatic",19890,"8"
"Hyundai","i10",520000,"gasoline","automatic",10510,"8"
"Hyundai","i10",229999,"gasoline","manual",49824,"13"
"Hyundai","Santro",80000,"gasoline","manual",56580,"20"
"Hyundai","Verna",760000,"gasoline","manual",55340,"10"
"Hyundai","Creta",535000,"diesel","manual",52600,"9"
"Hyundai","i10",550000,"gasoline","automatic",19890,"8"
"Hyundai","i10",520000,"gasoline","automatic",10510,"8"
"Hyundai","i10",229999,"gasoline","manual",49824,"13"
"Hyundai","Santro",80000,"gasoline","manual",56580,"20"
"Hyundai","Verna",760000,"gasoline","manual",55340,"10"
"Hyundai","Creta",535000,"diesel","manual",52600,"9"
"Hyundai","i10",550000,"gasoline","automatic",19890,"8"
"Hyundai","i10",520000,"gasoline","automatic",10510,"8"
"Hyundai","i10",229999,"gasoline","manual",49824,"13"
"Hyundai","Santro",80000,"gasoline","manual",56580,"20"
"Hyundai","Verna",760000,"gasoline","manual",55340,"10"
"Hyundai","Creta",535000,"diesel","manual",52600,"9"
"Hyundai","i10",550000,"gasoline","automatic",19890,"8"
"Hyundai","i10",520000,"gasoline","automatic",10510,"8"
"Hyundai","i10",229999,"gasoline","manual",49824,"13"
"Hyundai","Santro",80000,"gasoline","manual",56580,"20"
"Hyundai","Verna",760000,"gasoline","manual",55340,"10"
"Hyundai","i20",350000,"gasoline","manual",50000,"12"
"Hyundai","i20",380000,"gasoline","manual",50000,"12"
"Hyundai","Santro",55000,"gasoline","manual",60000,"24"
"Hyundai","Verna",155000,"diesel","manual",100000,"18"
"Hyundai","Verna",495000,"diesel","manual",100000,"12"
"Hyundai","Verna",250000,"diesel","manual",110000,"17"
"Hyundai","Verna",409999,"diesel","manual",60000,"13"
"Hyundai","i10",7e+05,"diesel","manual",1400,"5"
"Hyundai","Verna",390000,"diesel","manual",86000,"13"
"Hyundai","Xcent",6e+05,"diesel","manual",30000,"9"
"Hyundai","i20",250000,"gasoline","manual",120000,"14"
"Hyundai","Accent",180000,"gasoline","manual",100000,"13"
"Hyundai","i10",475000,"gasoline","manual",42000,"8"
"Hyundai","i10",325000,"diesel","manual",100000,"10"
"Hyundai","Creta",1199000,"diesel","automatic",30093,"9"
"Hyundai","Verna",425000,"gasoline","manual",59319,"12"
"Hyundai","i10",325000,"gasoline","manual",35299,"12"
"Hyundai","i20",265000,"gasoline","manual",47564,"15"
"Hyundai","Verna",550000,"diesel","manual",50000,"11"
"Hyundai","i20",210000,"gasoline","manual",90000,"15"
"Hyundai","Verna",1200000,"diesel","manual",25000,"6"
"Hyundai","EON",325000,"gasoline","manual",20629,"7"
"Hyundai","i10",4e+05,"gasoline","automatic",30000,"10"
"Hyundai","i20",525000,"gasoline","manual",70378,"10"
"Hyundai","EON",220000,"gasoline","manual",43700,"9"
"Hyundai","EON",290000,"gasoline","manual",20000,"8"
"Hyundai","i10",150000,"gasoline","manual",30000,"17"
"Hyundai","Verna",770000,"gasoline","automatic",10000,"9"
"Hyundai","Verna",530000,"gasoline","manual",89000,"12"
"Hyundai","Xcent",350000,"gasoline","manual",12000,"9"
"Hyundai","Verna",1150000,"diesel","manual",26430,"7"
"Hyundai","EON",225000,"gasoline","manual",48000,"13"
"Hyundai","i20",744000,"diesel","manual",106000,"8"
"Hyundai","EON",125000,"gasoline","manual",205000,"12"
"Hyundai","Verna",260000,"diesel","manual",125000,"14"
"Hyundai","i10",350000,"gasoline","manual",90000,"10"
"Hyundai","i10",550000,"gasoline","manual",25000,"6"
"Hyundai","Creta",9e+05,"diesel","manual",80000,"9"
"Hyundai","Verna",620000,"diesel","manual",70000,"12"
"Hyundai","i20",250000,"diesel","manual",72000,"16"
"Hyundai","Santro",52000,"gasoline","manual",50000,"24"
"Hyundai","Verna",450000,"gasoline","automatic",60000,"14"
"Hyundai","Getz",110000,"gasoline","manual",110000,"15"
"Hyundai","Santro",175000,"gasoline","manual",80000,"12"
"Hyundai","i20",4e+05,"gasoline","manual",50000,"8"
"Hyundai","i10",150000,"gasoline","manual",90000,"17"
"Hyundai","Santro",110000,"gasoline","manual",120000,"16"
"Hyundai","i20",4e+05,"gasoline","manual",38000,"8"
"Hyundai","Santro",140000,"gasoline","manual",120000,"16"
"Hyundai","EON",210000,"gasoline","manual",30000,"9"
"Hyundai","EON",1e+05,"gasoline","manual",21302,"7"
"Hyundai","i10",210000,"gasoline","manual",60000,"15"
"Hyundai","Santro",90000,"gasoline","manual",120000,"19"
"Hyundai","Creta",535000,"diesel","manual",52600,"9"
"Hyundai","i10",550000,"gasoline","automatic",19890,"8"
"Hyundai","i10",520000,"gasoline","automatic",10510,"8"
"Hyundai","i10",229999,"gasoline","manual",49824,"13"
"Hyundai","Santro",80000,"gasoline","manual",56580,"20"
"Hyundai","Verna",760000,"gasoline","manual",55340,"10"
"Hyundai","Creta",535000,"diesel","manual",52600,"9"
"Hyundai","i10",550000,"gasoline","automatic",19890,"8"
"Hyundai","i10",520000,"gasoline","automatic",10510,"8"
"Hyundai","i10",229999,"gasoline","manual",49824,"13"
"Hyundai","Santro",80000,"gasoline","manual",56580,"20"
"Hyundai","Verna",760000,"gasoline","manual",55340,"10"
"Hyundai","i10",550000,"gasoline","manual",9748,"8"
"Hyundai","Creta",1490000,"diesel","manual",20694,"7"
"Hyundai","i10",490000,"gasoline","manual",31080,"10"
"Hyundai","EON",260000,"gasoline","manual",37605,"11"
"Hyundai","Xcent",455000,"diesel","manual",55850,"11"
"Hyundai","i10",330000,"gasoline","automatic",38000,"12"
"Hyundai","Getz",110000,"gasoline","manual",60000,"18"
"Hyundai","Accent",1e+05,"diesel","manual",120000,"20"
"Hyundai","Santro",95000,"gasoline","manual",120000,"20"
"Hyundai","i10",409999,"diesel","manual",58000,"10"
"Hyundai","EON",220000,"gasoline","manual",42000,"11"
"Hyundai","Creta",950000,"diesel","manual",60000,"10"
"Hyundai","i10",147000,"gasoline","manual",110000,"14"
"Hyundai","i20",475000,"gasoline","manual",25000,"9"
"Hyundai","Santro",250000,"gasoline","manual",50000,"11"
"Hyundai","EON",160000,"gasoline","manual",70000,"13"
"Hyundai","Santro",68000,"gasoline","manual",70000,"24"
"Hyundai","i10",5e+05,"gasoline","manual",26500,"8"
"Hyundai","Creta",1050000,"diesel","manual",10000,"5"
"Hyundai","i20",6e+05,"gasoline","manual",25000,"9"
"Hyundai","Verna",9e+05,"diesel","manual",50000,"8"
"Hyundai","i10",550000,"gasoline","manual",25000,"6"
"Hyundai","i20",3e+05,"diesel","manual",90000,"12"
"Hyundai","i10",550000,"gasoline","automatic",19890,"8"
"Hyundai","i10",520000,"gasoline","automatic",10510,"8"
"Hyundai","i10",229999,"gasoline","manual",49824,"13"
"Hyundai","i20",280000,"diesel","manual",52000,"12"
"Hyundai","Xcent",375000,"gasoline","manual",70000,"10"
"Hyundai","EON",280000,"gasoline","manual",28838,"8"
"Hyundai","i10",540000,"gasoline","manual",20000,"8"
"Hyundai","Santro",114999,"gasoline","manual",90000,"20"
"Hyundai","i10",480000,"gasoline","manual",53261,"8"
"Hyundai","EON",250000,"gasoline","manual",30000,"10"
"Hyundai","Verna",1100000,"diesel","automatic",30000,"7"
"Hyundai","i20",5e+05,"gasoline","manual",40000,"9"
"Hyundai","i10",150000,"gasoline","manual",60000,"16"
"Hyundai","i10",450000,"gasoline","manual",6000,"7"
"Hyundai","Santro",150000,"gasoline","manual",68000,"16"
"Hyundai","i10",4e+05,"diesel","manual",42000,"10"
"Hyundai","Santro",160000,"gasoline","automatic",90000,"19"
"Hyundai","Verna",409999,"diesel","manual",120000,"13"
"Hyundai","Verna",155000,"gasoline","manual",65000,"18"
"Hyundai","i20",650000,"diesel","manual",37000,"7"
"Hyundai","i20",550000,"gasoline","manual",23000,"9"
"Hyundai","i10",240000,"gasoline","manual",40000,"13"
"Hyundai","EON",245000,"gasoline","manual",32000,"10"
"Hyundai","EON",229999,"gasoline","manual",13500,"12"
"Hyundai","i10",325000,"gasoline","manual",25000,"10"
"Hyundai","Verna",150000,"diesel","manual",70950,"17"
"Hyundai","i20",3e+05,"diesel","manual",90000,"12"
"Hyundai","Xcent",375000,"diesel","manual",72000,"10"
"Hyundai","i20",6e+05,"gasoline","manual",10000,"8"
"Hyundai","Verna",270000,"diesel","manual",80000,"16"
"Hyundai","i10",375000,"gasoline","manual",10000,"8"
"Hyundai","i10",375000,"gasoline","manual",10000,"8"
"Hyundai","i10",341000,"gasoline","manual",31491,"11"
"Hyundai","Santro",170000,"gasoline","manual",50000,"13"
"Hyundai","i10",195000,"gasoline","manual",80000,"14"
"Hyundai","i10",190000,"gasoline","manual",60000,"13"
"Hyundai","i20",535000,"gasoline","manual",55838,"9"
"Hyundai","Verna",425000,"gasoline","manual",66000,"12"
"Hyundai","Elantra",125000,"diesel","manual",120000,"19"
"Hyundai","i20",220000,"diesel","manual",70000,"14"
"Hyundai","Verna",150000,"gasoline","manual",84000,"18"
"Hyundai","Santro",1e+05,"gasoline","manual",50000,"18"
"Hyundai","i10",310000,"gasoline","manual",35925,"10"
"Hyundai","Verna",1200000,"diesel","manual",60000,"7"
"Hyundai","Verna",850000,"diesel","manual",75000,"9"
"Hyundai","Santro",85000,"gasoline","automatic",100000,"19"
"Hyundai","i10",486000,"gasoline","manual",26500,"8"
"Hyundai","i20",580000,"diesel","manual",57000,"9"
"Hyundai","Verna",450000,"diesel","manual",110000,"13"
"Hyundai","Verna",550000,"diesel","manual",80000,"13"
"Hyundai","Xcent",660000,"gasoline","manual",7000,"6"
"Hyundai","EON",2e+05,"gasoline","manual",120000,"12"
"Hyundai","Elite",720000,"gasoline","automatic",3000,"6"
"Hyundai","i20",570000,"gasoline","manual",35000,"8"
"Hyundai","Creta",8e+05,"diesel","manual",52000,"7"
"Hyundai","i10",350000,"diesel","manual",61658,"10"
"Hyundai","i10",650000,"gasoline","automatic",20000,"6"
"Hyundai","Xcent",430000,"diesel","manual",35000,"9"
"Hyundai","Verna",650000,"gasoline","manual",23000,"8"
"Hyundai","Accent",120000,"gasoline","manual",67000,"15"
"Hyundai","i10",235000,"gasoline","manual",74500,"14"
"Hyundai","i20",3e+05,"diesel","manual",118700,"14"
"Hyundai","i10",6e+05,"gasoline","manual",5000,"5"
"Hyundai","i10",640000,"gasoline","automatic",4000,"5"
"Hyundai","Verna",6e+05,"gasoline","manual",35000,"10"
"Hyundai","Verna",6e+05,"gasoline","manual",30000,"10"
"Hyundai","i10",160000,"gasoline","manual",110000,"17"
"Hyundai","i10",155000,"gasoline","manual",60000,"17"
"Hyundai","i20",550000,"diesel","manual",90000,"10"
"Hyundai","Verna",950000,"gasoline","automatic",41395,"7"
"Hyundai","Elantra",7e+05,"gasoline","manual",48000,"10"
"Hyundai","Verna",575000,"diesel","manual",89550,"13"
"Hyundai","Santro",1e+05,"gasoline","manual",40000,"19"
"Hyundai","i20",450000,"diesel","manual",120000,"13"
"Hyundai","i10",5e+05,"gasoline","manual",50000,"8"
"Hyundai","i10",345000,"gasoline","manual",44000,"12"
"Hyundai","Santa Fe",1e+06,"diesel","automatic",80000,"11"
"Hyundai","i10",5e+05,"gasoline","manual",5000,"6"
"Hyundai","i10",7e+05,"diesel","manual",8000,"6"
"Hyundai","Santro",475000,"gasoline","automatic",10000,"6"
"Hyundai","Verna",175000,"diesel","manual",136000,"16"
"Hyundai","Santro",170000,"gasoline","manual",50000,"15"
"Hyundai","Santro",480000,"gasoline","manual",10000,"6"
"Hyundai","Santro",70000,"gasoline","manual",80000,"22"
"Hyundai","i20",360000,"diesel","manual",80000,"12"
"Hyundai","i20",270000,"gasoline","manual",60000,"15"
"Hyundai","Xcent",420000,"diesel","manual",60000,"10"
"Hyundai","Santro",125000,"gasoline","manual",85000,"17"
"Hyundai","Verna",325000,"diesel","manual",135000,"15"
"Hyundai","i10",250000,"gasoline","manual",60000,"13"
"Hyundai","EON",315000,"gasoline","manual",18469,"8"
"Hyundai","Creta",850000,"diesel","manual",58692,"10"
"Hyundai","Creta",9e+05,"diesel","manual",54784,"10"
"Hyundai","Santro",4e+05,"gasoline","automatic",16000,"6"
"Hyundai","Verna",370000,"gasoline","manual",60000,"12"
"Hyundai","EON",160000,"gasoline","manual",70000,"13"
"Hyundai","EON",160000,"gasoline","manual",80000,"12"
"Hyundai","EON",229999,"gasoline","manual",80000,"9"
"Hyundai","i10",525000,"gasoline","manual",15000,"8"
"Hyundai","Santro",130000,"gasoline","manual",100000,"17"
"Hyundai","Elite",545000,"gasoline","manual",7300,"5"
"Hyundai","i10",450000,"gasoline","manual",6000,"7"
"Hyundai","EON",3e+05,"gasoline","manual",22000,"10"
"Hyundai","Accent",145000,"gasoline","manual",60000,"17"
"Hyundai","Santro",130000,"gasoline","manual",135000,"18"
"Hyundai","Santro",324000,"gasoline","manual",30000,"12"
"Hyundai","EON",3e+05,"gasoline","manual",20500,"10"
"Hyundai","Accent",120000,"gasoline","manual",110000,"21"
"Hyundai","Getz",250000,"gasoline","manual",70000,"20"
"Hyundai","Santro",120000,"gasoline","manual",41723,"17"
"Hyundai","EON",320000,"gasoline","manual",24662,"9"
"Hyundai","i10",575000,"diesel","manual",27005,"8"
"Hyundai","i10",355000,"gasoline","manual",39227,"11"
"Hyundai","Santro",195000,"gasoline","manual",27005,"16"
"Hyundai","Santro",90000,"gasoline","manual",100005,"21"
"Hyundai","Verna",580000,"diesel","manual",45264,"12"
"Hyundai","EON",290000,"gasoline","manual",12000,"11"
"Hyundai","i20",270000,"gasoline","manual",110000,"15"
"Hyundai","i10",225000,"gasoline","manual",60000,"15"
"Hyundai","i20",4e+05,"gasoline","manual",59213,"12"
"Hyundai","Accent",120000,"gasoline","manual",110000,"19"
"Hyundai","Verna",5e+05,"diesel","automatic",72000,"13"
"Hyundai","i20",3e+05,"gasoline","manual",80000,"13"
"Hyundai","Creta",950000,"diesel","manual",70000,"7"
"Hyundai","Creta",535000,"diesel","manual",52600,"9"
"Hyundai","i10",550000,"gasoline","automatic",19890,"8"
"Hyundai","i10",520000,"gasoline","automatic",10510,"8"
"Hyundai","i10",229999,"gasoline","manual",49824,"13"
"Hyundai","Santro",80000,"gasoline","manual",56580,"20"
"Hyundai","Verna",760000,"gasoline","manual",55340,"10"
"Hyundai","i20",530000,"diesel","manual",77000,"10"
"Hyundai","Verna",312000,"diesel","manual",90000,"13"
"Hyundai","Santro",150000,"gasoline","manual",47000,"20"
"Hyundai","Verna",229999,"diesel","manual",120000,"15"
"Hyundai","Creta",875000,"diesel","automatic",74000,"9"
"Hyundai","Verna",8e+05,"gasoline","manual",40000,"7"
"Hyundai","Xcent",5e+05,"gasoline","manual",8000,"7"
"Hyundai","EON",250000,"gasoline","manual",35000,"12"
"Hyundai","Santro",75000,"gasoline","manual",60000,"20"
"Hyundai","Santro",60000,"gasoline","manual",120000,"19"
"Hyundai","Verna",315000,"diesel","manual",80000,"12"
"Hyundai","Verna",220000,"gasoline","manual",54309,"17"
"Hyundai","Venue",1e+06,"diesel","manual",5000,"5"
"Hyundai","Verna",5e+05,"diesel","manual",31000,"14"
"Hyundai","Santro",52000,"gasoline","manual",50000,"24"
"Hyundai","i20",6e+05,"gasoline","manual",10000,"8"
"Hyundai","i10",250000,"gasoline","manual",50000,"14"
"Hyundai","Creta",8e+05,"diesel","manual",52000,"7"
"Hyundai","Accent",150000,"gasoline","manual",60000,"14"
"Hyundai","Accent",114999,"gasoline","manual",106000,"16"
"Hyundai","i10",150000,"gasoline","manual",90000,"15"
"Hyundai","Santro",60000,"gasoline","manual",120000,"23"
"Hyundai","EON",229999,"gasoline","manual",65000,"11"
"Hyundai","i20",321000,"diesel","manual",81257,"14"
"Hyundai","i10",509999,"diesel","manual",44000,"8"
"Hyundai","Verna",175000,"diesel","manual",80000,"18"
"Hyundai","Verna",335000,"diesel","manual",110000,"12"
"Hyundai","EON",215000,"gasoline","manual",70000,"13"
"Hyundai","Verna",120000,"gasoline","manual",90000,"17"
"Hyundai","Santro",2e+05,"gasoline","manual",100000,"16"
"Hyundai","i10",550000,"gasoline","manual",3917,"8"
"Hyundai","Elite",650000,"gasoline","manual",13500,"6"
"Hyundai","Accent",2e+05,"gasoline","manual",70000,"12"
"Hyundai","Verna",370000,"gasoline","manual",55168,"14"
"Hyundai","i20",375000,"gasoline","manual",41041,"12"
"Hyundai","i10",235000,"gasoline","manual",67067,"16"
"Hyundai","i10",345000,"gasoline","automatic",66066,"12"
"Hyundai","i10",4e+05,"gasoline","manual",48000,"11"
"Hyundai","EON",250000,"gasoline","manual",30000,"10"
"Hyundai","Verna",465000,"diesel","automatic",70070,"13"
"Hyundai","i10",5e+05,"gasoline","automatic",50000,"10"
"Hyundai","i10",465000,"gasoline","automatic",63063,"10"
"Hyundai","Accent",60000,"gasoline","manual",90000,"26"
"Hyundai","Getz",70000,"gasoline","manual",90000,"20"
"Hyundai","EON",229999,"gasoline","manual",80000,"9"
"Hyundai","i20",370000,"diesel","manual",80000,"11"
"Hyundai","i10",210000,"gasoline","manual",60000,"15"
"Hyundai","Santro",90000,"gasoline","manual",120000,"19"
"Hyundai","Verna",2e+05,"diesel","manual",78000,"15"
"Hyundai","Verna",210000,"diesel","manual",72000,"14"
"Hyundai","i20",220000,"gasoline","manual",58000,"14"
"Hyundai","i20",325000,"diesel","manual",78000,"12"
"Hyundai","Accent",125000,"gasoline","manual",76000,"18"
"Hyundai","Tucson",170000,"diesel","manual",170000,"19"
"Hyundai","i20",5e+05,"diesel","manual",80000,"10"
"Hyundai","Santro",70000,"gasoline","manual",170000,"20"
"Hyundai","i20",330000,"gasoline","manual",90000,"13"
"Hyundai","Santro",120000,"gasoline","manual",90000,"15"
"Hyundai","Verna",430000,"diesel","manual",100000,"12"
"Hyundai","EON",190000,"gasoline","manual",50000,"11"
"Hyundai","i20",315000,"diesel","manual",110000,"11"
"Hyundai","i10",3e+05,"diesel","manual",60000,"10"
"Hyundai","Tucson",1650000,"diesel","manual",55000,"8"
"Hyundai","EON",295000,"gasoline","manual",21000,"10"
"Hyundai","Creta",1475000,"gasoline","automatic",11700,"7"
"Hyundai","Verna",1100000,"gasoline","automatic",10000,"8"
"Hyundai","Verna",760000,"gasoline","manual",55340,"10"
"Hyundai","Creta",1150000,"diesel","automatic",54634,"10"
"Hyundai","Elite",720000,"gasoline","automatic",3000,"6"
"Hyundai","EON",180000,"gasoline","manual",76000,"11"
"Hyundai","Santro",85000,"gasoline","manual",110000,"22"
"Hyundai","i10",140000,"gasoline","manual",80000,"16"
"Hyundai","Santro",150000,"gasoline","manual",157000,"14"
"Hyundai","i10",140000,"gasoline","manual",103921,"17"
"Hyundai","Creta",1050000,"diesel","manual",10000,"5"
"Hyundai","EON",210000,"gasoline","manual",30000,"9"
"Hyundai","Getz",110000,"diesel","manual",154000,"17"
"Hyundai","Creta",535000,"diesel","manual",52600,"9"
"Hyundai","i10",550000,"gasoline","automatic",19890,"8"
"Hyundai","i10",520000,"gasoline","automatic",10510,"8"
"Hyundai","i10",229999,"gasoline","manual",49824,"13"
"Hyundai","Santro",80000,"gasoline","manual",56580,"20"
"Hyundai","Verna",760000,"gasoline","manual",55340,"10"
"Hyundai","Creta",535000,"diesel","manual",52600,"9"
"Hyundai","i10",550000,"gasoline","automatic",19890,"8"
"Hyundai","i10",520000,"gasoline","automatic",10510,"8"
"Hyundai","i10",229999,"gasoline","manual",49824,"13"
"Hyundai","Santro",80000,"gasoline","manual",56580,"20"
"Hyundai","Verna",760000,"gasoline","manual",55340,"10"
"Hyundai","Accent",170000,"diesel","manual",245244,"19"
"Hyundai","Accent",85000,"diesel","manual",100000,"23"
"Hyundai","Santro",80000,"gasoline","manual",56580,"20"
"Hyundai","Santro",70000,"gasoline","manual",68500,"20"
"Hyundai","Santro",484999,"gasoline","automatic",5007,"6"
"Hyundai","Verna",190000,"gasoline","manual",38000,"15"
"Hyundai","i10",235000,"gasoline","manual",43100,"14"
"Hyundai","EON",250000,"gasoline","manual",19000,"8"
"Hyundai","i10",540000,"gasoline","manual",20000,"8"
"Hyundai","Verna",175000,"diesel","manual",80000,"18"
"Hyundai","i20",440000,"diesel","manual",70000,"13"
"Hyundai","Santro",270000,"gasoline","manual",60000,"12"
"Hyundai","i10",595000,"gasoline","manual",27000,"8"
"Hyundai","Verna",1295000,"diesel","manual",9000,"6"
"Hyundai","Santro",515000,"gasoline","manual",16000,"7"
"Hyundai","i10",550000,"gasoline","manual",31000,"7"
"Hyundai","Santro",135000,"gasoline","manual",85000,"18"
"Hyundai","EON",270000,"gasoline","manual",20000,"7"
"Hyundai","EON",210000,"gasoline","manual",30000,"9"
"Hyundai","EON",1e+05,"gasoline","manual",21302,"7"
"Hyundai","i20",650000,"diesel","manual",100000,"9"
"Hyundai","Getz",150000,"gasoline","manual",105546,"15"
"Hyundai","i20",340000,"gasoline","manual",35000,"12"
"Hyundai","Elite",8e+05,"gasoline","manual",11240,"6"
"Hyundai","Creta",950000,"diesel","manual",90000,"9"
"Hyundai","Verna",1150000,"diesel","manual",26430,"7"
"Hyundai","Verna",550000,"diesel","manual",42324,"12"
"Hyundai","Creta",535000,"diesel","manual",52600,"9"
"Hyundai","i10",396000,"gasoline","manual",28643,"9"
